sample	CMD_POS_FLOATMAG_BH	ENC_POS_FLOATMAG_BH	POS_ERR_FLOATMAG_BH	DAC_FLOATMAG_BH	MODE_FLOATMAG_BH	FLOATMAG_ACC_ADC_PORT_0
188	79369.000000	79801.000000	-432.000000	-433.000000	903000d	10465.000000
189	79911.000000	80332.000000	-421.000000	-353.000000	903000d	10374.000000
190	80446.000000	80868.000000	-422.000000	-410.000000	903000d	10597.000000
191	80975.000000	81392.000000	-417.000000	-402.000000	903000d	10363.000000
192	81496.000000	81916.000000	-420.000000	-448.000000	903000d	10384.000000
193	82011.000000	82426.000000	-415.000000	-429.000000	903000d	10270.000000
194	82518.000000	82930.000000	-412.000000	-441.000000	903000d	10251.000000
195	83019.000000	83419.000000	-400.000000	-410.000000	903000d	10504.000000
196	83512.000000	83907.000000	-395.000000	-445.000000	903000d	10244.000000
197	83997.000000	84372.000000	-375.000000	-376.000000	903000d	10379.000000
198	84476.000000	84845.000000	-369.000000	-450.000000	903000d	10075.000000
199	84947.000000	85295.000000	-348.000000	-388.000000	903000d	10298.000000
200	85410.000000	85749.000000	-339.000000	-443.000000	903000d	10098.000000
201	85866.000000	86191.000000	-325.000000	-433.000000	903000d	10253.000000
202	86314.000000	86628.000000	-314.000000	-449.000000	903000d	10059.000000
203	86755.000000	87052.000000	-297.000000	-426.000000	903000d	10091.000000
204	87188.000000	87464.000000	-276.000000	-399.000000	903000d	10016.000000
205	87613.000000	87882.000000	-269.000000	-465.000000	903000d	10056.000000
206	88031.000000	88274.000000	-243.000000	-381.000000	903000d	10038.000000
207	88440.000000	88670.000000	-230.000000	-426.000000	903000d	9882.000000
208	88842.000000	89056.000000	-214.000000	-420.000000	903000d	9919.000000
209	89236.000000	89427.000000	-191.000000	-380.000000	903000d	9703.000000
210	89622.000000	89800.000000	-178.000000	-422.000000	903000d	9729.000000
211	90001.000000	90159.000000	-158.000000	-395.000000	903000d	9548.000000
212	90371.000000	90510.000000	-139.000000	-388.000000	903000d	9639.000000
213	90734.000000	90865.000000	-131.000000	-447.000000	903000f	9479.000000
214	91088.000000	91203.000000	-115.000000	-409.000000	903000f	9591.000000
215	91435.000000	91527.000000	-92.000000	-369.000000	903000f	9291.000000
216	91774.000000	91855.000000	-81.000000	-420.000000	903000f	9336.000000
217	92105.000000	92172.000000	-67.000000	-412.000000	903000f	9168.000000
218	92428.000000	92470.000000	-42.000000	-352.000000	903000f	9070.000000
219	92743.000000	92769.000000	-26.000000	-385.000000	903000f	9201.000000
220	93050.000000	93062.000000	-12.000000	-398.000000	903000f	9108.000000
221	93350.000000	93337.000000	13.000000	-346.000000	903000f	9079.000000
222	93642.000000	93609.000000	33.000000	-358.000000	903000f	8858.000000
223	93926.000000	93879.000000	47.000000	-386.000000	903000f	9002.000000
224	94202.000000	94136.000000	66.000000	-361.000000	903000f	8784.000000
225	94470.000000	94393.000000	77.000000	-392.000000	903000f	8883.000000
226	94731.000000	94641.000000	90.000000	-384.000000	903000f	8799.000000
227	94985.000000	94884.000000	101.000000	-391.000000	903000f	8755.000000
228	95230.000000	95113.000000	117.000000	-350.000000	903000f	8727.000000
229	95469.000000	95334.000000	135.000000	-332.000000	903000f	8704.000000
230	95700.000000	95548.000000	152.000000	-321.000000	903000f	8651.000000
231	95923.000000	95757.000000	166.000000	-322.000000	903000f	8523.000000
232	96139.000000	95959.000000	180.000000	-316.000000	903000f	8548.000000
233	96348.000000	96154.000000	194.000000	-308.000000	903000f	8231.000000
234	96550.000000	96339.000000	211.000000	-284.000000	903000f	8461.000000
235	96745.000000	96515.000000	230.000000	-260.000000	903000f	8166.000000
236	96932.000000	96687.000000	245.000000	-262.000000	903000f	8363.000000
237	97113.000000	96854.000000	259.000000	-263.000000	903000f	8078.000000
238	97287.000000	97017.000000	270.000000	-270.000000	903000f	8216.000000
239	97454.000000	97175.000000	279.000000	-272.000000	903000f	7846.000000
240	97615.000000	97319.000000	296.000000	-224.000000	903000f	7966.000000
241	97769.000000	97457.000000	312.000000	-208.000000	903000f	7763.000000
242	97916.000000	97590.000000	326.000000	-200.000000	903000f	7816.000000
243	98057.000000	97720.000000	337.000000	-206.000000	903000f	7766.000000
244	98192.000000	97846.000000	346.000000	-208.000000	903000f	7619.000000
245	98321.000000	97969.000000	352.000000	-215.000000	903000f	7565.000000
246	98443.000000	98084.000000	359.000000	-195.000000	903000f	7363.000000
247	98560.000000	98193.000000	367.000000	-179.000000	903000f	7455.000000
248	98671.000000	98291.000000	380.000000	-137.000000	903000f	7238.000000
249	98776.000000	98389.000000	387.000000	-146.000000	903000f	7265.000000
250	98876.000000	98481.000000	395.000000	-133.000000	903000f	7091.000000
251	98970.000000	98570.000000	400.000000	-132.000000	903000f	7075.000000
252	99059.000000	98652.000000	407.000000	-111.000000	903000f	6961.000000
253	99143.000000	98729.000000	414.000000	-96.000000	903000f	6945.000000
254	99222.000000	98803.000000	419.000000	-92.000000	903000f	6784.000000
255	99296.000000	98874.000000	422.000000	-89.000000	903000f	6519.000000
256	99365.000000	98939.000000	426.000000	-70.000000	903000f	6487.000000
257	99429.000000	99001.000000	428.000000	-63.000000	903000f	6280.000000
258	99489.000000	99058.000000	431.000000	-46.000000	903000f	6363.000000
259	99545.000000	99110.000000	435.000000	-27.000000	903000f	6038.000000
260	99597.000000	99159.000000	438.000000	-16.000000	903000f	6056.000000
261	99644.000000	99199.000000	445.000000	24.000000	903000f	5638.000000
262	99688.000000	99239.000000	449.000000	26.000000	903000f	5692.000000
263	99728.000000	99276.000000	452.000000	36.000000	903000f	5209.000000
264	99764.000000	99306.000000	458.000000	69.000000	903000f	5255.000000
265	99797.000000	99335.000000	462.000000	77.000000	903000f	4955.000000
266	99827.000000	99362.000000	465.000000	87.000000	903000f	4947.000000
267	99853.000000	99386.000000	467.000000	104.000000	903000f	4687.000000
268	99877.000000	99407.000000	470.000000	122.000000	903000f	4553.000000
269	99898.000000	99423.000000	475.000000	154.000000	903000f	4260.000000
270	99916.000000	99438.000000	478.000000	168.000000	903000f	3933.000000
271	99932.000000	99448.000000	484.000000	201.000000	903000f	3863.000000
272	99946.000000	99462.000000	484.000000	191.000000	903000f	3541.000000
273	99958.000000	99472.000000	486.000000	215.000000	903000f	3642.000000
274	99967.000000	99479.000000	488.000000	242.000000	903000f	3220.000000
275	99975.000000	99485.000000	490.000000	260.000000	903000f	3141.000000
276	99982.000000	99491.000000	491.000000	272.000000	903000f	2741.000000
277	99986.000000	99498.000000	488.000000	278.000000	903000f	2695.000000
278	99990.000000	99499.000000	491.000000	320.000000	903000f	2312.000000
279	99993.000000	99508.000000	485.000000	297.000000	903000f	2137.000000
280	99995.000000	99508.000000	487.000000	351.000000	903000f	1809.000000
281	99996.000000	99515.000000	481.000000	335.000000	903000f	1532.000000
282	99996.000000	99517.000000	479.000000	372.000000	903000f	1408.000000
283	99996.000000	99521.000000	475.000000	380.000000	901000f	1079.000000
284	99997.000000	99521.000000	476.000000	385.000000	ff010001	862.000000
285	99997.000000	99531.000000	466.000000	346.000000	ff010001	313.000000
286	99997.000000	99537.000000	460.000000	357.000000	ff010001	174.000000
287	99997.000000	99537.000000	460.000000	385.000000	ff010001	-305.000000
288	99997.000000	99541.000000	456.000000	377.000000	ff010001	-277.000000
289	99997.000000	99547.000000	450.000000	370.000000	ff010001	-805.000000
290	99997.000000	99555.000000	442.000000	362.000000	ff010001	-963.000000
291	99997.000000	99563.000000	434.000000	361.000000	ff010001	-1428.000000
292	99997.000000	99570.000000	427.000000	366.000000	ff010001	-1590.000000
293	99997.000000	99576.000000	421.000000	371.000000	ff010001	-1958.000000
294	99997.000000	99580.000000	417.000000	380.000000	ff010001	-2313.000000
295	99997.000000	99588.000000	409.000000	365.000000	ff010001	-2547.000000
296	99997.000000	99602.000000	395.000000	336.000000	ff010001	-2828.000000
297	99997.000000	99612.000000	385.000000	344.000000	ff010001	-2834.000000
298	99997.000000	99621.000000	376.000000	346.000000	ff010001	-3211.000000
299	99997.000000	99633.000000	364.000000	332.000000	ff010001	-3306.000000
300	99997.000000	99646.000000	351.000000	323.000000	ff010001	-3755.000000
301	99997.000000	99659.000000	338.000000	318.000000	ff010001	-3749.000000
302	99997.000000	99673.000000	324.000000	309.000000	ff010001	-4054.000000
303	99997.000000	99689.000000	308.000000	296.000000	ff010001	-4102.000000
304	99997.000000	99705.000000	292.000000	291.000000	ff010001	-4360.000000
305	99997.000000	99721.000000	276.000000	287.000000	ff010001	-4439.000000
306	99997.000000	99729.000000	268.000000	317.000000	ff010001	-4476.000000
307	99997.000000	99744.000000	253.000000	292.000000	ff010001	-4532.000000
308	99997.000000	99758.000000	239.000000	289.000000	ff010001	-4631.000000
309	99997.000000	99773.000000	224.000000	282.000000	ff010001	-4851.000000
310	99997.000000	99787.000000	210.000000	282.000000	ff010001	-4751.000000
311	99997.000000	99797.000000	200.000000	297.000000	ff010001	-4766.000000
312	99997.000000	99807.000000	190.000000	299.000000	ff010001	-4528.000000
313	99997.000000	99818.000000	179.000000	294.000000	ff010001	-4539.000000
314	99997.000000	99830.000000	167.000000	288.000000	ff010001	-4402.000000
315	99997.000000	99838.000000	159.000000	302.000000	ff010001	-4443.000000
316	99997.000000	99844.000000	153.000000	313.000000	ff010001	-4253.000000
317	99997.000000	99853.000000	144.000000	302.000000	ff010001	-4039.000000
318	99997.000000	99859.000000	138.000000	312.000000	ff010001	-3928.000000
319	99997.000000	99868.000000	129.000000	301.000000	ff010001	-3551.000000
320	99997.000000	99876.000000	121.000000	303.000000	ff010001	-3509.000000
321	99997.000000	99881.000000	116.000000	316.000000	ff010001	-2929.000000
322	99997.000000	99888.000000	109.000000	310.000000	ff010001	-2971.000000
323	99997.000000	99897.000000	100.000000	302.000000	ff010001	-2383.000000
324	99997.000000	99901.000000	96.000000	320.000000	ff010001	-2447.000000
325	99997.000000	99905.000000	92.000000	324.000000	ff010001	-1780.000000
326	99997.000000	99917.000000	80.000000	292.000000	ff010001	-1780.000000
