sample,Time (s),CMD_POS_FLOATMAG_BH,ENC_POS_FLOATMAG_BH,POS_ERR_FLOATMAG_BH,DAC_FLOATMAG_BH,MODE_FLOATMAG_BH,ENC_POS_FLOATMAG_FBX,ENC_POS_FLOATMAG_FBY,ENC_POS_FLOATMAG_FB_COUNT,ENC_POS_FLOATMAG_FB_SCORE,EndPoint_X(um),ENC_X(um),dENC_X(um),ddENC_X(um)
1349,0.168625,0,-28,28,-219,ff010001,5861376,5251072,15479,1,-4.100709545,-0.14,0.014999999999999986,0.014999999999999986
1350,0.16875,0,-29,29,-217,ff010001,5861376,5251072,15479,1,-4.100709545,-0.145,-0.004999999999999977,-0.019999999999999962
1351,0.168875,0,-30,30,-196,ff010001,5877760,5177344,15480,1,-3.94445716,-0.15,-0.0050000000000000044,-2.7755575615628914e-17
1352,0.169,0,-30,30,-197,ff010001,5877760,5177344,15480,1,-3.94445716,-0.15,0.0,0.0050000000000000044
1353,0.169125,0,-30,30,-201,ff010001,5877760,5177344,15480,1,-3.94445716,-0.15,0.0,0.0
1354,0.16925,0,-31,31,-197,ff010001,5910528,5251072,15481,1,-3.631952392,-0.155,-0.0050000000000000044,-0.0050000000000000044
1355,0.169375,0,-31,31,-196,ff010001,5910528,5251072,15481,1,-3.631952392,-0.155,0.0,0.0050000000000000044
1356,0.1695,0,-33,33,-190,ff010001,5910528,5251072,15481,1,-3.631952392,-0.165,-0.010000000000000009,-0.010000000000000009
1357,0.169625,0,-32,32,-194,ff010001,5967872,5181440,15482,1,-3.085069047,-0.16,0.0050000000000000044,0.015000000000000013
1358,0.16975,0,-25,25,-238,ff010001,5967872,5181440,15482,1,-3.085069047,-0.125,0.035,0.03
1359,0.169875,0,-25,25,-238,ff010001,5967872,5181440,15482,1,-3.085069047,-0.125,0.0,-0.035
1360,0.17,0,-24,24,-209,ff010001,5996544,5242880,15483,1,-2.811627375,-0.12,0.0050000000000000044,0.0050000000000000044
1361,0.170125,0,-23,23,-210,ff010001,5996544,5242880,15483,1,-2.811627375,-0.115,0.0049999999999999906,-1.3877787807814457e-17
1362,0.17025,0,-20,20,-221,ff010001,6094848,5160960,15484,1,-1.874113069,-0.1,0.015,0.010000000000000009
1363,0.170375,0,-20,20,-219,ff010001,6094848,5160960,15484,1,-1.874113069,-0.1,0.0,-0.015
1364,0.1705,0,-18,18,-214,ff010001,6094848,5160960,15484,1,-1.874113069,-0.09,0.010000000000000009,0.010000000000000009
1365,0.170625,0,-15,15,-229,ff010001,6144000,5271552,15485,1,-1.405355917,-0.075,0.015,0.0049999999999999906
1366,0.17075,0,-12,12,-237,ff010001,6144000,5271552,15485,1,-1.405355917,-0.06,0.015,0.0
1367,0.170875,0,-12,12,-225,ff010001,6144000,5271552,15485,1,-1.405355917,-0.06,0.0,-0.015
1368,0.171,0,-10,10,-220,ff010001,6250496,5189632,15486,1,-0.389715419,-0.05,0.009999999999999995,0.009999999999999995
1369,0.171125,0,-9,9,-225,ff010001,6250496,5189632,15486,1,-0.389715419,-0.045,0.0050000000000000044,-0.0049999999999999906
1370,0.17125,0,-5,5,-237,ff010001,6250496,5189632,15486,1,-0.389715419,-0.025,0.019999999999999997,0.014999999999999993
1371,0.171375,0,-10,10,-211,ff010001,6324224,5222400,15487,1,0.31342031,-0.05,-0.025,-0.045
1372,0.1715,0,-10,10,-189,ff010001,6324224,5222400,15487,1,0.31342031,-0.05,0.0,0.025
1373,0.171625,0,-4,4,-240,ff010001,6389760,5193728,15488,1,0.938429847,-0.02,0.030000000000000002,0.030000000000000002
1374,0.17175,0,-3,3,-253,ff010001,6389760,5193728,15488,1,0.938429847,-0.015,0.005000000000000001,-0.025
1375,0.171875,0,-2,2,-230,ff010001,6389760,5193728,15488,1,0.938429847,-0.01,0.004999999999999999,-1.734723475976807e-18
1376,0.172,0,5,-5,-256,ff010001,6475776,5160960,15489,1,1.758754864,0.025,0.035,0.030000000000000006
1377,0.172125,0,5,-5,-256,ff010001,6475776,5160960,15489,1,1.758754864,0.025,0.0,-0.035
1378,0.17225,0,9,-9,-242,ff010001,6475776,5160960,15489,1,1.758754864,0.045,0.019999999999999997,0.019999999999999997
1379,0.172375,0,12,-12,-257,ff010001,6565888,5169152,15490,1,2.618142977,0.06,0.015,-0.0049999999999999975
1380,0.1725,0,10,-10,-232,ff010001,6565888,5169152,15490,1,2.618142977,0.05,-0.009999999999999995,-0.024999999999999994
1381,0.172625,0,16,-16,-245,ff010001,6565888,5169152,15490,1,2.618142977,0.08,0.03,0.039999999999999994
1382,0.17275,0,13,-13,-244,ff010001,6639616,5095424,15491,1,3.321278706,0.065,-0.015,-0.045
1383,0.172875,0,16,-16,-231,ff010001,6639616,5095424,15491,1,3.321278706,0.08,0.015,0.03
1384,0.173,0,15,-15,-240,ff010001,6639616,5095424,15491,1,3.321278706,0.075,-0.0050000000000000044,-0.020000000000000004
1385,0.173125,0,15,-15,-228,ff010001,6684672,5136384,15492,1,3.750972763,0.075,0.0,0.0050000000000000044
1386,0.17325,0,15,-15,-232,ff010001,6684672,5136384,15492,1,3.750972763,0.075,0.0,0.0
1387,0.173375,0,15,-15,-234,ff010001,6705152,5144576,15493,1,3.946288243,0.075,0.0,0.0
1388,0.1735,0,18,-18,-249,ff010001,6705152,5144576,15493,1,3.946288243,0.09,0.015,0.015
1389,0.173625,0,15,-15,-236,ff010001,6705152,5144576,15493,1,3.946288243,0.075,-0.015,-0.03
1390,0.17375,0,17,-17,-230,ff010001,6717440,5251072,15494,1,4.063477531,0.085,0.010000000000000009,0.02500000000000001
1391,0.173875,0,17,-17,-244,ff010001,6717440,5251072,15494,1,4.063477531,0.085,0.0,-0.010000000000000009
1392,0.174,0,20,-20,-251,ff010001,6717440,5251072,15494,1,4.063477531,0.1,0.015,0.015
1393,0.174125,0,22,-22,-261,ff010001,6729728,5267456,15495,1,4.180666819,0.11,0.009999999999999995,-0.0050000000000000044
1394,0.17425,0,24,-24,-258,ff010001,6729728,5267456,15495,1,4.180666819,0.12,0.009999999999999995,0.0
1395,0.174375,0,24,-24,-249,ff010001,6729728,5267456,15495,1,4.180666819,0.12,0.0,-0.009999999999999995
1396,0.1745,0,23,-23,-234,ff010001,6750208,5128192,15496,1,4.3759823,0.115,-0.0049999999999999906,-0.0049999999999999906
1397,0.174625,0,28,-28,-257,ff010001,6750208,5128192,15496,1,4.3759823,0.14,0.02500000000000001,0.03
1398,0.17475,0,24,-24,-248,ff010001,6717440,5156864,15497,1,4.063477531,0.12,-0.020000000000000018,-0.045000000000000026
1399,0.174875,0,21,-21,-208,ff010001,6717440,5156864,15497,1,4.063477531,0.105,-0.015,0.005000000000000018
1400,0.175,0,24,-24,-238,ff010001,6717440,5156864,15497,1,4.063477531,0.12,0.015,0.03
1401,0.175125,0,22,-22,-248,ff010001,6684672,5144576,15498,1,3.750972763,0.11,-0.009999999999999995,-0.024999999999999994
1402,0.17525,0,21,-21,-230,ff010001,6684672,5144576,15498,1,3.750972763,0.105,-0.0050000000000000044,0.0049999999999999906
1403,0.175375,0,18,-18,-222,ff010001,6684672,5144576,15498,1,3.750972763,0.09,-0.015,-0.009999999999999995
1404,0.1755,0,18,-18,-226,ff010001,6643712,5160960,15499,1,3.360341802,0.09,0.0,0.015
1405,0.175625,0,19,-19,-245,ff010001,6643712,5160960,15499,1,3.360341802,0.095,0.0050000000000000044,0.0050000000000000044
1406,0.17575,0,15,-15,-228,ff010001,6643712,5160960,15499,1,3.360341802,0.075,-0.020000000000000004,-0.02500000000000001
1407,0.175875,0,16,-16,-224,ff010001,6574080,5165056,15500,1,2.696269169,0.08,0.0050000000000000044,0.02500000000000001
1408,0.176,0,12,-12,-223,ff010001,6574080,5165056,15500,1,2.696269169,0.06,-0.020000000000000004,-0.02500000000000001
1409,0.176125,0,15,-15,-232,ff010001,6463488,5263360,15501,1,1.641565576,0.075,0.015,0.035
1410,0.17625,0,10,-10,-228,ff010001,6463488,5263360,15501,1,1.641565576,0.05,-0.024999999999999994,-0.039999999999999994
1411,0.176375,0,8,-8,-202,ff010001,6463488,5263360,15501,1,1.641565576,0.04,-0.010000000000000002,0.014999999999999993
1412,0.1765,0,10,-10,-232,ff010001,6414336,5234688,15502,1,1.172808423,0.05,0.010000000000000002,0.020000000000000004
1413,0.176625,0,3,-3,-211,ff010001,6414336,5234688,15502,1,1.172808423,0.015,-0.035,-0.045000000000000005
1414,0.17675,0,1,-1,-188,ff010001,6414336,5234688,15502,1,1.172808423,0.005,-0.009999999999999998,0.025000000000000005
1415,0.176875,0,1,-1,-217,ff010001,6316032,5267456,15503,1,0.235294118,0.005,0.0,0.009999999999999998
1416,0.177,0,1,-1,-230,ff010001,6316032,5267456,15503,1,0.235294118,0.005,0.0,0.0
1417,0.177125,0,0,0,-225,ff010001,6316032,5267456,15503,1,0.235294118,0.0,-0.005,-0.005
1418,0.17725,0,-2,2,-213,ff010001,6246400,5275648,15504,1,-0.428778515,-0.01,-0.01,-0.005
1419,0.177375,0,-6,6,-196,ff010001,6246400,5275648,15504,1,-0.428778515,-0.03,-0.019999999999999997,-0.009999999999999997
1420,0.1775,0,-7,7,-197,ff010001,6246400,5275648,15504,1,-0.428778515,-0.035,-0.0050000000000000044,0.014999999999999993
1421,0.177625,0,-6,6,-221,ff010001,6139904,5402624,15505,1,-1.444419013,-0.03,0.0050000000000000044,0.010000000000000009
1422,0.17775,0,-10,10,-209,ff010001,6139904,5402624,15505,1,-1.444419013,-0.05,-0.020000000000000004,-0.02500000000000001
1423,0.177875,0,-14,14,-181,ff010001,6103040,5320704,15506,1,-1.795986877,-0.07,-0.020000000000000004,0.0
1424,0.178,0,-21,21,-162,ff010001,6103040,5320704,15506,1,-1.795986877,-0.105,-0.03499999999999999,-0.014999999999999986
1425,0.178125,0,-22,22,-172,ff010001,6103040,5320704,15506,1,-1.795986877,-0.11,-0.0050000000000000044,0.029999999999999985
1426,0.17825,0,-25,25,-192,ff010001,6029312,5275648,15507,1,-2.499122606,-0.125,-0.015,-0.009999999999999995
1427,0.178375,0,-27,27,-187,ff010001,6029312,5275648,15507,1,-2.499122606,-0.135,-0.010000000000000009,0.0049999999999999906
1428,0.1785,0,-25,25,-208,ff010001,6029312,5275648,15507,1,-2.499122606,-0.125,0.010000000000000009,0.020000000000000018
1429,0.178625,0,-29,29,-198,ff010001,5980160,5296128,15508,1,-2.967879759,-0.145,-0.01999999999999999,-0.03
1430,0.17875,0,-29,29,-185,ff010001,5980160,5296128,15508,1,-2.967879759,-0.145,0.0,0.01999999999999999
1431,0.178875,0,-29,29,-201,ff010001,5980160,5296128,15508,1,-2.967879759,-0.145,0.0,0.0
1432,0.179,0,-28,28,-206,ff010001,5926912,5394432,15509,1,-3.475700008,-0.14,0.004999999999999977,0.004999999999999977
1433,0.179125,0,-28,28,-206,ff010001,5926912,5394432,15509,1,-3.475700008,-0.14,0.0,-0.004999999999999977
1434,0.17925,0,-25,25,-215,ff010001,5910528,5324800,15510,1,-3.631952392,-0.125,0.015000000000000013,0.015000000000000013
1435,0.179375,0,-28,28,-201,ff010001,5910528,5324800,15510,1,-3.631952392,-0.14,-0.015000000000000013,-0.030000000000000027
1436,0.1795,0,-30,30,-175,ff010001,5910528,5324800,15510,1,-3.631952392,-0.15,-0.009999999999999981,0.005000000000000032
1437,0.179625,0,-30,30,-186,ff010001,5873664,5439488,15511,1,-3.983520256,-0.15,0.0,0.009999999999999981
1438,0.17975,0,-30,30,-197,ff010001,5873664,5439488,15511,1,-3.983520256,-0.15,0.0,0.0
1439,0.179875,0,-33,33,-184,ff010001,5873664,5439488,15511,1,-3.983520256,-0.165,-0.015000000000000013,-0.015000000000000013
1440,0.18,0,-33,33,-182,ff010001,5898240,5316608,15512,1,-3.74914168,-0.165,0.0,0.015000000000000013
1441,0.180125,0,-31,31,-205,ff010001,5898240,5316608,15512,1,-3.74914168,-0.155,0.010000000000000009,0.010000000000000009
1442,0.18025,0,-31,31,-207,ff010001,5898240,5316608,15512,1,-3.74914168,-0.155,0.0,-0.010000000000000009
1443,0.180375,0,-31,31,-197,ff010001,5906432,5402624,15513,1,-3.671015488,-0.155,0.0,0.0
1444,0.1805,0,-31,31,-195,ff010001,5906432,5402624,15513,1,-3.671015488,-0.155,0.0,0.0
1445,0.180625,0,-27,27,-214,ff010001,5935104,5427200,15514,1,-3.397573816,-0.135,0.01999999999999999,0.01999999999999999
1446,0.18075,0,-25,25,-226,ff010001,5935104,5427200,15514,1,-3.397573816,-0.125,0.010000000000000009,-0.009999999999999981
1447,0.180875,0,-25,25,-208,ff010001,5935104,5427200,15514,1,-3.397573816,-0.125,0.0,-0.010000000000000009
1448,0.181,0,-20,20,-221,ff010001,5967872,5459968,15515,1,-3.085069047,-0.1,0.024999999999999994,0.024999999999999994
1449,0.181125,0,-21,21,-218,ff010001,5967872,5459968,15515,1,-3.085069047,-0.105,-0.0049999999999999906,-0.029999999999999985
1450,0.18125,0,-17,17,-214,ff010001,5967872,5459968,15515,1,-3.085069047,-0.085,0.01999999999999999,0.02499999999999998
1451,0.181375,0,-18,18,-215,ff010001,6037504,5419008,15516,1,-2.420996414,-0.09,-0.0049999999999999906,-0.02499999999999998
1452,0.1815,0,-12,12,-226,ff010001,6037504,5419008,15516,1,-2.420996414,-0.06,0.03,0.03499999999999999
1453,0.181625,0,-12,12,-234,ff010001,6037504,5419008,15516,1,-2.420996414,-0.06,0.0,-0.03
1454,0.18175,0,-14,14,-197,ff010001,6111232,5427200,15517,1,-1.717860685,-0.07,-0.010000000000000009,-0.010000000000000009
1455,0.181875,0,-15,15,-188,ff010001,6111232,5427200,15517,1,-1.717860685,-0.075,-0.0049999999999999906,0.005000000000000018
1456,0.182,0,-16,16,-193,ff010001,6148096,5480448,15518,1,-1.366292821,-0.08,-0.0050000000000000044,-1.3877787807814457e-17
1457,0.182125,0,-15,15,-205,ff010001,6148096,5480448,15518,1,-1.366292821,-0.075,0.0050000000000000044,0.010000000000000009
1458,0.18225,0,-12,12,-226,ff010001,6148096,5480448,15518,1,-1.366292821,-0.06,0.015,0.009999999999999995
1459,0.182375,0,-10,10,-233,ff010001,6254592,5357568,15519,1,-0.350652323,-0.05,0.009999999999999995,-0.0050000000000000044
1460,0.1825,0,-7,7,-233,ff010001,6254592,5357568,15519,1,-0.350652323,-0.035,0.015,0.0050000000000000044
1461,0.182625,0,-10,10,-209,ff010001,6254592,5357568,15519,1,-0.350652323,-0.05,-0.015,-0.03
1462,0.18275,0,-5,5,-216,ff010001,6307840,5443584,15520,1,0.157167926,-0.025,0.025,0.04
1463,0.182875,0,-3,3,-242,ff010001,6307840,5443584,15520,1,0.157167926,-0.015,0.010000000000000002,-0.015
1464,0.183,0,0,0,-237,ff010001,6307840,5443584,15520,1,0.157167926,0.0,0.015,0.0049999999999999975
1465,0.183125,0,2,-2,-237,ff010001,6385664,5357568,15521,1,0.899366751,0.01,0.01,-0.004999999999999999
1466,0.18325,0,3,-3,-228,ff010001,6385664,5357568,15521,1,0.899366751,0.015,0.004999999999999999,-0.005000000000000001
1467,0.183375,0,3,-3,-219,ff010001,6463488,5300224,15522,1,1.641565576,0.015,0.0,-0.004999999999999999
1468,0.1835,0,5,-5,-224,ff010001,6463488,5300224,15522,1,1.641565576,0.025,0.010000000000000002,0.010000000000000002
1469,0.183625,0,5,-5,-226,ff010001,6463488,5300224,15522,1,1.641565576,0.025,0.0,-0.010000000000000002
1470,0.18375,0,5,-5,-218,ff010001,6516736,5443584,15523,1,2.149385824,0.025,0.0,0.0
1471,0.183875,0,10,-10,-242,ff010001,6516736,5443584,15523,1,2.149385824,0.05,0.025,0.025
1472,0.184,0,11,-11,-251,ff010001,6516736,5443584,15523,1,2.149385824,0.055,0.0049999999999999975,-0.020000000000000004
1473,0.184125,0,9,-9,-219,ff010001,6582272,5390336,15524,1,2.774395361,0.045,-0.010000000000000002,-0.015
1474,0.18425,0,10,-10,-215,ff010001,6582272,5390336,15524,1,2.774395361,0.05,0.0050000000000000044,0.015000000000000006
1475,0.184375,0,13,-13,-240,ff010001,6582272,5390336,15524,1,2.774395361,0.065,0.015,0.009999999999999995
1476,0.1845,0,11,-11,-230,ff010001,6635520,5300224,15525,1,3.28221561,0.055,-0.010000000000000002,-0.025
1477,0.184625,0,16,-16,-239,ff010001,6635520,5300224,15525,1,3.28221561,0.08,0.025,0.035
1478,0.18475,0,15,-15,-245,ff010001,6635520,5300224,15525,1,3.28221561,0.075,-0.0050000000000000044,-0.030000000000000006
1479,0.184875,0,17,-17,-232,ff010001,6647808,5337088,15526,1,3.399404898,0.085,0.010000000000000009,0.015000000000000013
1480,0.185,0,21,-21,-255,ff010001,6647808,5337088,15526,1,3.399404898,0.105,0.01999999999999999,0.009999999999999981
1481,0.185125,0,23,-23,-260,ff010001,6672384,5353472,15527,1,3.633783474,0.115,0.010000000000000009,-0.009999999999999981
1482,0.18525,0,20,-20,-227,ff010001,6672384,5353472,15527,1,3.633783474,0.1,-0.015,-0.02500000000000001
1483,0.185375,0,27,-27,-248,ff010001,6672384,5353472,15527,1,3.633783474,0.135,0.035,0.05
1484,0.1855,0,26,-26,-263,ff010001,6647808,5398528,15528,1,3.399404898,0.13,-0.0050000000000000044,-0.04000000000000001
1485,0.185625,0,25,-25,-227,ff010001,6647808,5398528,15528,1,3.399404898,0.125,-0.0050000000000000044,0.0
1486,0.18575,0,24,-24,-224,ff010001,6647808,5398528,15528,1,3.399404898,0.12,-0.0050000000000000044,0.0
1487,0.185875,0,21,-21,-215,ff010001,6651904,5296128,15529,1,3.438467994,0.105,-0.015,-0.009999999999999995
1488,0.186,0,23,-23,-229,ff010001,6651904,5296128,15529,1,3.438467994,0.115,0.010000000000000009,0.02500000000000001
1489,0.186125,0,22,-22,-241,ff010001,6651904,5296128,15529,1,3.438467994,0.11,-0.0050000000000000044,-0.015000000000000013
1490,0.18625,0,24,-24,-243,ff010001,6619136,5292032,15530,1,3.125963226,0.12,0.009999999999999995,0.015
1491,0.186375,0,20,-20,-228,ff010001,6619136,5292032,15530,1,3.125963226,0.1,-0.01999999999999999,-0.029999999999999985
1492,0.1865,0,17,-17,-202,ff010001,6582272,5263360,15531,1,2.774395361,0.085,-0.015,0.0049999999999999906
1493,0.186625,0,12,-12,-193,ff010001,6582272,5263360,15531,1,2.774395361,0.06,-0.02500000000000001,-0.010000000000000009
1494,0.18675,0,27,-27,-279,ff010001,6582272,5263360,15531,1,2.774395361,0.135,0.07500000000000001,0.10000000000000002
1495,0.186875,0,21,-21,-285,ff010001,6524928,5271552,15532,1,2.227512016,0.105,-0.030000000000000013,-0.10500000000000002
1496,0.187,0,22,-22,-217,ff010001,6524928,5271552,15532,1,2.227512016,0.11,0.0050000000000000044,0.03500000000000002
1497,0.187125,0,16,-16,-207,ff010001,6524928,5271552,15532,1,2.227512016,0.08,-0.03,-0.035
1498,0.18725,0,15,-15,-197,ff010001,6455296,5296128,15533,1,1.563439384,0.075,-0.0050000000000000044,0.024999999999999994
1499,0.187375,0,12,-12,-211,ff010001,6455296,5296128,15533,1,1.563439384,0.06,-0.015,-0.009999999999999995
1500,0.1875,0,11,-11,-212,ff010001,6455296,5296128,15533,1,1.563439384,0.055,-0.0049999999999999975,0.010000000000000002
1501,0.187625,0,11,-11,-226,ff010001,6397952,5255168,15534,1,1.016556039,0.055,0.0,0.0049999999999999975
1502,0.18775,0,10,-10,-227,ff010001,6397952,5255168,15534,1,1.016556039,0.05,-0.0049999999999999975,-0.0049999999999999975
1503,0.187875,0,5,-5,-201,ff010001,6320128,5255168,15535,1,0.274357214,0.025,-0.025,-0.020000000000000004
1504,0.188,0,2,-2,-187,ff010001,6320128,5255168,15535,1,0.274357214,0.01,-0.015000000000000001,0.01
1505,0.188125,0,0,0,-199,ff010001,6320128,5255168,15535,1,0.274357214,0.0,-0.01,0.005000000000000001
1506,0.18825,0,0,0,-213,ff010001,6254592,5201920,15536,1,-0.350652323,0.0,0.0,0.01
1507,0.188375,0,-2,2,-214,ff010001,6254592,5201920,15536,1,-0.350652323,-0.01,-0.01,-0.01
1508,0.1885,0,0,0,-222,ff010001,6254592,5201920,15536,1,-0.350652323,0.0,0.01,0.02
1509,0.188625,0,-5,5,-207,ff010001,6193152,5136384,15537,1,-0.936598764,-0.025,-0.025,-0.035
1510,0.18875,0,-3,3,-203,ff010001,6193152,5136384,15537,1,-0.936598764,-0.015,0.010000000000000002,0.035
1511,0.188875,0,-9,9,-197,ff010001,6193152,5136384,15537,1,-0.936598764,-0.045,-0.03,-0.04
1512,0.189,0,-7,7,-196,ff010001,6127616,5095424,15538,1,-1.561608301,-0.035,0.009999999999999995,0.039999999999999994
1513,0.189125,0,-11,11,-204,ff010001,6127616,5095424,15538,1,-1.561608301,-0.055,-0.019999999999999997,-0.029999999999999992
1514,0.18925,0,-6,6,-219,ff010001,6057984,5169152,15539,1,-2.225680934,-0.03,0.025,0.045
1515,0.189375,0,-11,11,-215,ff010001,6057984,5169152,15539,1,-2.225680934,-0.055,-0.025,-0.05
1516,0.1895,0,-10,10,-194,ff010001,6057984,5169152,15539,1,-2.225680934,-0.05,0.0049999999999999975,0.03
1517,0.189625,0,-14,14,-195,ff010001,5988352,5148672,15540,1,-2.889753567,-0.07,-0.020000000000000004,-0.025
1518,0.18975,0,-15,15,-186,ff010001,5988352,5148672,15540,1,-2.889753567,-0.075,-0.0049999999999999906,0.015000000000000013
1519,0.189875,0,-20,20,-179,ff010001,5988352,5148672,15540,1,-2.889753567,-0.1,-0.02500000000000001,-0.020000000000000018
1520,0.19,0,-20,20,-182,ff010001,5935104,5185536,15541,1,-3.397573816,-0.1,0.0,0.02500000000000001
1521,0.190125,0,-18,18,-215,ff010001,5935104,5185536,15541,1,-3.397573816,-0.09,0.010000000000000009,0.010000000000000009
1522,0.19025,0,-20,20,-208,ff010001,5935104,5185536,15541,1,-3.397573816,-0.1,-0.010000000000000009,-0.020000000000000018
1523,0.190375,0,-21,21,-191,ff010001,5914624,5099520,15542,1,-3.592889296,-0.105,-0.0049999999999999906,0.005000000000000018
1524,0.1905,0,-18,18,-212,ff010001,5914624,5099520,15542,1,-3.592889296,-0.09,0.015,0.01999999999999999
1525,0.190625,0,-23,23,-195,ff010001,5914624,5099520,15542,1,-3.592889296,-0.115,-0.02500000000000001,-0.04000000000000001
1526,0.19075,0,-21,21,-187,ff010001,5873664,5124096,15543,1,-3.983520256,-0.105,0.010000000000000009,0.03500000000000002
1527,0.190875,0,-23,23,-200,ff010001,5873664,5124096,15543,1,-3.983520256,-0.115,-0.010000000000000009,-0.020000000000000018
1528,0.191,0,-22,22,-196,ff010001,5898240,5152768,15544,1,-3.74914168,-0.11,0.0050000000000000044,0.015000000000000013
1529,0.191125,0,-25,25,-190,ff010001,5898240,5152768,15544,1,-3.74914168,-0.125,-0.015,-0.020000000000000004
1530,0.19125,0,-28,28,-170,ff010001,5898240,5152768,15544,1,-3.74914168,-0.14,-0.015000000000000013,-1.3877787807814457e-17
1531,0.191375,0,-27,27,-185,ff010001,5885952,5210112,15545,1,-3.866330968,-0.135,0.0050000000000000044,0.020000000000000018
1532,0.1915,0,-31,31,-182,ff010001,5885952,5210112,15545,1,-3.866330968,-0.155,-0.01999999999999999,-0.024999999999999994
1533,0.191625,0,-33,33,-166,ff010001,5885952,5210112,15545,1,-3.866330968,-0.165,-0.010000000000000009,0.009999999999999981
1534,0.19175,0,-34,34,-177,ff010001,5922816,5173248,15546,1,-3.514763104,-0.17,-0.0050000000000000044,0.0050000000000000044
1535,0.191875,0,-30,30,-206,ff010001,5922816,5173248,15546,1,-3.514763104,-0.15,0.020000000000000018,0.025000000000000022
1536,0.192,0,-31,31,-209,ff010001,5922816,5173248,15546,1,-3.514763104,-0.155,-0.0050000000000000044,-0.025000000000000022
1537,0.192125,0,-30,30,-193,ff010001,5947392,5251072,15547,1,-3.280384527,-0.15,0.0050000000000000044,0.010000000000000009
1538,0.19225,0,-27,27,-209,ff010001,5947392,5251072,15547,1,-3.280384527,-0.135,0.014999999999999986,0.009999999999999981
1539,0.192375,0,-27,27,-206,ff010001,6017024,5156864,15548,1,-2.616311894,-0.135,0.0,-0.014999999999999986
1540,0.1925,0,-28,28,-186,ff010001,6017024,5156864,15548,1,-2.616311894,-0.14,-0.0050000000000000044,-0.0050000000000000044
1541,0.192625,0,-25,25,-198,ff010001,6017024,5156864,15548,1,-2.616311894,-0.125,0.015000000000000013,0.020000000000000018
1542,0.19275,0,-22,22,-220,ff010001,6074368,5197824,15549,1,-2.06942855,-0.11,0.015,-1.3877787807814457e-17
1543,0.192875,0,-20,20,-219,ff010001,6074368,5197824,15549,1,-2.06942855,-0.1,0.009999999999999995,-0.0050000000000000044
1544,0.193,0,-24,24,-185,ff010001,6074368,5197824,15549,1,-2.06942855,-0.12,-0.01999999999999999,-0.029999999999999985
1545,0.193125,0,-23,23,-176,ff010001,6139904,5173248,15550,1,-1.444419013,-0.115,0.0049999999999999906,0.02499999999999998
1546,0.19325,0,-21,21,-205,ff010001,6139904,5173248,15550,1,-1.444419013,-0.105,0.010000000000000009,0.005000000000000018
1547,0.193375,0,-21,21,-205,ff010001,6139904,5173248,15550,1,-1.444419013,-0.105,0.0,-0.010000000000000009
1548,0.1935,0,-20,20,-200,ff010001,6209536,5259264,15551,1,-0.78034638,-0.1,0.0049999999999999906,0.0049999999999999906
1549,0.193625,0,-18,18,-209,ff010001,6209536,5259264,15551,1,-0.78034638,-0.09,0.010000000000000009,0.005000000000000018
1550,0.19375,0,-13,13,-230,ff010001,6307840,5234688,15552,1,0.157167926,-0.065,0.024999999999999994,0.014999999999999986
1551,0.193875,0,-12,12,-229,ff010001,6307840,5234688,15552,1,0.157167926,-0.06,0.0050000000000000044,-0.01999999999999999
1552,0.194,0,-8,8,-224,ff010001,6307840,5234688,15552,1,0.157167926,-0.04,0.019999999999999997,0.014999999999999993
1553,0.194125,0,-5,5,-234,ff010001,6373376,5263360,15553,1,0.782177462,-0.025,0.015,-0.0049999999999999975
1554,0.19425,0,-2,2,-232,ff010001,6373376,5263360,15553,1,0.782177462,-0.01,0.015000000000000001,1.734723475976807e-18
1555,0.194375,0,0,0,-229,ff010001,6373376,5263360,15553,1,0.782177462,0.0,0.01,-0.005000000000000001
1556,0.1945,0,0,0,-216,ff010001,6430720,5341184,15554,1,1.329060807,0.0,0.0,-0.01
1557,0.194625,0,5,-5,-231,ff010001,6430720,5341184,15554,1,1.329060807,0.025,0.025,0.025
1558,0.19475,0,5,-5,-235,ff010001,6430720,5341184,15554,1,1.329060807,0.025,0.0,-0.025
1559,0.194875,0,5,-5,-213,ff010001,6508544,5328896,15555,1,2.071259632,0.025,0.0,0.0
1560,0.195,0,5,-5,-212,ff010001,6508544,5328896,15555,1,2.071259632,0.025,0.0,0.0
1561,0.195125,0,8,-8,-227,ff010001,6578176,5328896,15556,1,2.735332265,0.04,0.015,0.015
1562,0.19525,0,12,-12,-250,ff010001,6578176,5328896,15556,1,2.735332265,0.06,0.019999999999999997,0.0049999999999999975
