sample,Time (s),CMD_POS_FLOATMAG_BH,ENC_POS_FLOATMAG_BH,POS_ERR_FLOATMAG_BH,DAC_FLOATMAG_BH,MODE_FLOATMAG_BH,ENC_POS_FLOATMAG_FBX,ENC_POS_FLOATMAG_FBY,ENC_POS_FLOATMAG_FB_COUNT,ENC_POS_FLOATMAG_FB_SCORE,EndPoint_X(um),ENC_X(um),dENC_X(um),ddENC_X(um)
1128,0.141,0,20,-20,-290,ff010001,6787072,5677056,15399,1,4.727550164,0.1,0.020000000000000004,0.020000000000000004
1129,0.141125,0,20,-20,-291,ff010001,6787072,5677056,15399,1,4.727550164,0.1,0.0,-0.020000000000000004
1130,0.14125,0,20,-20,-273,ff010001,6766592,5627904,15400,1,4.532234684,0.1,0.0,0.0
1131,0.141375,0,16,-16,-252,ff010001,6766592,5627904,15400,1,4.532234684,0.08,-0.020000000000000004,-0.020000000000000004
1132,0.1415,0,16,-16,-250,ff010001,6766592,5627904,15400,1,4.532234684,0.08,0.0,0.020000000000000004
1133,0.141625,0,17,-17,-274,ff010001,6696960,5599232,15401,1,3.868162051,0.085,0.0050000000000000044,0.0050000000000000044
1134,0.14175,0,12,-12,-254,ff010001,6696960,5599232,15401,1,3.868162051,0.06,-0.02500000000000001,-0.030000000000000013
1135,0.141875,0,16,-16,-265,ff010001,6696960,5599232,15401,1,3.868162051,0.08,0.020000000000000004,0.04500000000000001
1136,0.142,0,11,-11,-266,ff010001,6631424,5652480,15402,1,3.243152514,0.055,-0.025,-0.045000000000000005
1137,0.142125,0,10,-10,-241,ff010001,6631424,5652480,15402,1,3.243152514,0.05,-0.0049999999999999975,0.020000000000000004
1138,0.14225,0,10,-10,-261,ff010001,6553600,5656576,15403,1,2.500953689,0.05,0.0,0.0049999999999999975
1139,0.142375,0,7,-7,-254,ff010001,6553600,5656576,15403,1,2.500953689,0.035,-0.015,-0.015
1140,0.1425,0,5,-5,-242,ff010001,6553600,5656576,15403,1,2.500953689,0.025,-0.010000000000000002,0.0049999999999999975
1141,0.142625,0,4,-4,-249,ff010001,6459392,5623808,15404,1,1.60250248,0.02,-0.005000000000000001,0.005000000000000001
1142,0.14275,0,5,-5,-263,ff010001,6459392,5623808,15404,1,1.60250248,0.025,0.005000000000000001,0.010000000000000002
1143,0.142875,0,0,0,-245,ff010001,6459392,5623808,15404,1,1.60250248,0.0,-0.025,-0.030000000000000002
1144,0.143,0,-5,5,-212,ff010001,6336512,5726208,15405,1,0.430609598,-0.025,-0.025,0.0
1145,0.143125,0,-7,7,-221,ff010001,6336512,5726208,15405,1,0.430609598,-0.035,-0.010000000000000002,0.015
1146,0.14325,0,-5,5,-255,ff010001,6336512,5726208,15405,1,0.430609598,-0.025,0.010000000000000002,0.020000000000000004
1147,0.143375,0,-10,10,-243,ff010001,6254592,5672960,15406,1,-0.350652323,-0.05,-0.025,-0.035
1148,0.1435,0,-10,10,-230,ff010001,6254592,5672960,15406,1,-0.350652323,-0.05,0.0,0.025
1149,0.143625,0,-15,15,-226,ff010001,6254592,5672960,15406,1,-0.350652323,-0.075,-0.024999999999999994,-0.024999999999999994
1150,0.14375,0,-17,17,-214,ff010001,6168576,5537792,15407,1,-1.17097734,-0.085,-0.010000000000000009,0.014999999999999986
1151,0.143875,0,-18,18,-230,ff010001,6168576,5537792,15407,1,-1.17097734,-0.09,-0.0049999999999999906,0.005000000000000018
1152,0.144,0,-20,20,-231,ff010001,6057984,5603328,15408,1,-2.225680934,-0.1,-0.010000000000000009,-0.005000000000000018
1153,0.144125,0,-23,23,-219,ff010001,6057984,5603328,15408,1,-2.225680934,-0.115,-0.015,-0.0049999999999999906
1154,0.14425,0,-28,28,-201,ff010001,6057984,5603328,15408,1,-2.225680934,-0.14,-0.02500000000000001,-0.010000000000000009
1155,0.144375,0,-25,25,-226,ff010001,5988352,5484544,15409,1,-2.889753567,-0.125,0.015000000000000013,0.04000000000000002
1156,0.1445,0,-30,30,-228,ff010001,5988352,5484544,15409,1,-2.889753567,-0.15,-0.024999999999999994,-0.04000000000000001
1157,0.144625,0,-35,35,-187,ff010001,5988352,5484544,15409,1,-2.889753567,-0.175,-0.024999999999999994,0.0
1158,0.14475,0,-30,30,-228,ff010001,5926912,5431296,15410,1,-3.475700008,-0.15,0.024999999999999994,0.04999999999999999
1159,0.144875,0,-30,30,-256,ff010001,5926912,5431296,15410,1,-3.475700008,-0.15,0.0,-0.024999999999999994
1160,0.145,0,-36,36,-205,ff010001,5926912,5431296,15410,1,-3.475700008,-0.18,-0.03,-0.03
1161,0.145125,0,-39,39,-182,ff010001,5857280,5480448,15411,1,-4.139772641,-0.195,-0.015000000000000013,0.014999999999999986
1162,0.14525,0,-33,33,-236,ff010001,5857280,5480448,15411,1,-4.139772641,-0.165,0.03,0.04500000000000001
1163,0.145375,0,-37,37,-238,ff010001,5812224,5468160,15412,1,-4.569466697,-0.185,-0.01999999999999999,-0.04999999999999999
1164,0.1455,0,-45,45,-168,ff010001,5812224,5468160,15412,1,-4.569466697,-0.225,-0.04000000000000001,-0.020000000000000018
1165,0.145625,0,-40,40,-201,ff010001,5812224,5468160,15412,1,-4.569466697,-0.2,0.024999999999999994,0.065
1166,0.14575,0,-34,34,-273,ff010001,5795840,5406720,15413,1,-4.725719081,-0.17,0.03,0.0050000000000000044
1167,0.145875,0,-45,45,-204,ff010001,5795840,5406720,15413,1,-4.725719081,-0.225,-0.05499999999999999,-0.08499999999999999
1168,0.146,0,-44,44,-168,ff010001,5795840,5406720,15413,1,-4.725719081,-0.22,0.0050000000000000044,0.06
1169,0.146125,0,-40,40,-236,ff010001,5804032,5361664,15414,1,-4.647592889,-0.2,0.01999999999999999,0.014999999999999986
1170,0.14625,0,-43,43,-225,ff010001,5804032,5361664,15414,1,-4.647592889,-0.215,-0.014999999999999986,-0.034999999999999976
1171,0.146375,0,-43,43,-203,ff010001,5804032,5361664,15414,1,-4.647592889,-0.215,0.0,0.014999999999999986
1172,0.1465,0,-40,40,-228,ff010001,5816320,5341184,15415,1,-4.530403601,-0.2,0.014999999999999986,0.014999999999999986
1173,0.146625,0,-43,43,-217,ff010001,5816320,5341184,15415,1,-4.530403601,-0.215,-0.014999999999999986,-0.02999999999999997
1174,0.14675,0,-43,43,-200,ff010001,5853184,5287936,15416,1,-4.178835737,-0.215,0.0,0.014999999999999986
1175,0.146875,0,-43,43,-211,ff010001,5853184,5287936,15416,1,-4.178835737,-0.215,0.0,0.0
1176,0.147,0,-43,43,-213,ff010001,5853184,5287936,15416,1,-4.178835737,-0.215,0.0,0.0
1177,0.147125,0,-39,39,-232,ff010001,5910528,5210112,15417,1,-3.631952392,-0.195,0.01999999999999999,0.01999999999999999
1178,0.14725,0,-41,41,-224,ff010001,5910528,5210112,15417,1,-3.631952392,-0.205,-0.009999999999999981,-0.02999999999999997
1179,0.147375,0,-39,39,-213,ff010001,5910528,5210112,15417,1,-3.631952392,-0.195,0.009999999999999981,0.019999999999999962
1180,0.1475,0,-38,38,-226,ff010001,5959680,5271552,15418,1,-3.163195239,-0.19,0.0050000000000000044,-0.004999999999999977
1181,0.147625,0,-37,37,-223,ff010001,5959680,5271552,15418,1,-3.163195239,-0.185,0.0050000000000000044,0.0
1182,0.14775,0,-37,37,-218,ff010001,5959680,5271552,15418,1,-3.163195239,-0.185,0.0,-0.0050000000000000044
1183,0.147875,0,-36,36,-217,ff010001,6041600,5189632,15419,1,-2.381933318,-0.18,0.0050000000000000044,0.0050000000000000044
1184,0.148,0,-31,31,-242,ff010001,6041600,5189632,15419,1,-2.381933318,-0.155,0.024999999999999994,0.01999999999999999
1185,0.148125,0,-25,25,-270,ff010001,6131712,5091328,15420,1,-1.522545205,-0.125,0.03,0.0050000000000000044
1186,0.14825,0,-25,25,-250,ff010001,6131712,5091328,15420,1,-1.522545205,-0.125,0.0,-0.03
1187,0.148375,0,-28,28,-204,ff010001,6131712,5091328,15420,1,-1.522545205,-0.14,-0.015000000000000013,-0.015000000000000013
1188,0.1485,0,-23,23,-223,ff010001,6201344,5152768,15421,1,-0.858472572,-0.115,0.02500000000000001,0.04000000000000002
1189,0.148625,0,-20,20,-257,ff010001,6201344,5152768,15421,1,-0.858472572,-0.1,0.015,-0.010000000000000009
1190,0.14875,0,-21,21,-234,ff010001,6201344,5152768,15421,1,-0.858472572,-0.105,-0.0049999999999999906,-0.01999999999999999
1191,0.148875,0,-20,20,-221,ff010001,6320128,5083136,15422,1,0.274357214,-0.1,0.0049999999999999906,0.009999999999999981
1192,0.149,0,-16,16,-245,ff010001,6320128,5083136,15422,1,0.274357214,-0.08,0.020000000000000004,0.015000000000000013
1193,0.149125,0,-18,18,-235,ff010001,6320128,5083136,15422,1,0.274357214,-0.09,-0.009999999999999995,-0.03
1194,0.14925,0,-16,16,-224,ff010001,6406144,5062656,15423,1,1.094682231,-0.08,0.009999999999999995,0.01999999999999999
1195,0.149375,0,-12,12,-253,ff010001,6406144,5062656,15423,1,1.094682231,-0.06,0.020000000000000004,0.010000000000000009
1196,0.1495,0,-12,12,-248,ff010001,6406144,5062656,15423,1,1.094682231,-0.06,0.0,-0.020000000000000004
1197,0.149625,0,-8,8,-247,ff010001,6471680,5128192,15424,1,1.719691768,-0.04,0.019999999999999997,0.019999999999999997
1198,0.14975,0,-5,5,-263,ff010001,6471680,5128192,15424,1,1.719691768,-0.025,0.015,-0.0049999999999999975
1199,0.149875,0,0,0,-271,ff010001,6582272,5033984,15425,1,2.774395361,0.0,0.025,0.010000000000000002
1200,0.15,0,0,0,-258,ff010001,6582272,5033984,15425,1,2.774395361,0.0,0.0,-0.025
1201,0.150125,0,0,0,-234,ff010001,6582272,5033984,15425,1,2.774395361,0.0,0.0,0.0
1202,0.15025,0,3,-3,-247,ff010001,6647808,4964352,15426,1,3.399404898,0.015,0.015,0.015
1203,0.150375,0,3,-3,-251,ff010001,6647808,4964352,15426,1,3.399404898,0.015,0.0,-0.015
1204,0.1505,0,10,-10,-272,ff010001,6647808,4964352,15426,1,3.399404898,0.05,0.035,0.035
1205,0.150625,0,10,-10,-276,ff010001,6713344,4972544,15427,1,4.024414435,0.05,0.0,-0.035
1206,0.15075,0,12,-12,-254,ff010001,6713344,4972544,15427,1,4.024414435,0.06,0.009999999999999995,0.009999999999999995
1207,0.150875,0,15,-15,-266,ff010001,6713344,4972544,15427,1,4.024414435,0.075,0.015,0.0050000000000000044
1208,0.151,0,15,-15,-260,ff010001,6754304,5013504,15428,1,4.415045396,0.075,0.0,-0.015
1209,0.151125,0,18,-18,-261,ff010001,6754304,5013504,15428,1,4.415045396,0.09,0.015,0.015
1210,0.15125,0,18,-18,-263,ff010001,6770688,5058560,15429,1,4.57129778,0.09,0.0,-0.015
1211,0.151375,0,20,-20,-260,ff010001,6770688,5058560,15429,1,4.57129778,0.1,0.010000000000000009,0.010000000000000009
1212,0.1515,0,20,-20,-261,ff010001,6770688,5058560,15429,1,4.57129778,0.1,0.0,-0.010000000000000009
1213,0.151625,0,25,-25,-277,ff010001,6778880,5091328,15430,1,4.649423972,0.125,0.024999999999999994,0.024999999999999994
1214,0.15175,0,23,-23,-270,ff010001,6778880,5091328,15430,1,4.649423972,0.115,-0.009999999999999995,-0.03499999999999999
1215,0.151875,0,26,-26,-261,ff010001,6778880,5091328,15430,1,4.649423972,0.13,0.015,0.024999999999999994
1216,0.152,0,22,-22,-251,ff010001,6766592,5079040,15431,1,4.532234684,0.11,-0.020000000000000004,-0.035
1217,0.152125,0,22,-22,-236,ff010001,6766592,5079040,15431,1,4.532234684,0.11,0.0,0.020000000000000004
1218,0.15225,0,25,-25,-269,ff010001,6766592,5079040,15431,1,4.532234684,0.125,0.015,0.015
1219,0.152375,0,22,-22,-259,ff010001,6729728,5074944,15432,1,4.180666819,0.11,-0.015,-0.03
1220,0.1525,0,26,-26,-263,ff010001,6729728,5074944,15432,1,4.180666819,0.13,0.020000000000000004,0.035
1221,0.152625,0,21,-21,-254,ff010001,6696960,5087232,15433,1,3.868162051,0.105,-0.02500000000000001,-0.04500000000000001
1222,0.15275,0,20,-20,-228,ff010001,6696960,5087232,15433,1,3.868162051,0.1,-0.0049999999999999906,0.020000000000000018
1223,0.152875,0,22,-22,-259,ff010001,6696960,5087232,15433,1,3.868162051,0.11,0.009999999999999995,0.014999999999999986
1224,0.153,0,20,-20,-258,ff010001,6643712,5042176,15434,1,3.360341802,0.1,-0.009999999999999995,-0.01999999999999999
1225,0.153125,0,17,-17,-233,ff010001,6643712,5042176,15434,1,3.360341802,0.085,-0.015,-0.0050000000000000044
1226,0.15325,0,15,-15,-229,ff010001,6643712,5042176,15434,1,3.360341802,0.075,-0.010000000000000009,0.0049999999999999906
1227,0.153375,0,10,-10,-218,ff010001,6574080,5095424,15435,1,2.696269169,0.05,-0.024999999999999994,-0.014999999999999986
1228,0.1535,0,14,-14,-245,ff010001,6574080,5095424,15435,1,2.696269169,0.07,0.020000000000000004,0.045
1229,0.153625,0,8,-8,-243,ff010001,6574080,5095424,15435,1,2.696269169,0.04,-0.030000000000000006,-0.05000000000000001
1230,0.15375,0,11,-11,-236,ff010001,6475776,5124096,15436,1,1.758754864,0.055,0.015,0.045000000000000005
1231,0.153875,0,7,-7,-243,ff010001,6475776,5124096,15436,1,1.758754864,0.035,-0.019999999999999997,-0.034999999999999996
1232,0.154,0,7,-7,-229,ff010001,6414336,5144576,15437,1,1.172808423,0.035,0.0,0.019999999999999997
1233,0.154125,0,0,0,-211,ff010001,6414336,5144576,15437,1,1.172808423,0.0,-0.035,-0.035
1234,0.15425,0,1,-1,-213,ff010001,6414336,5144576,15437,1,1.172808423,0.005,0.005,0.04
1235,0.154375,0,0,0,-241,ff010001,6307840,5189632,15438,1,0.157167926,0.0,-0.005,-0.01
1236,0.1545,0,0,0,-239,ff010001,6307840,5189632,15438,1,0.157167926,0.0,0.0,0.005
1237,0.154625,0,0,0,-241,ff010001,6307840,5189632,15438,1,0.157167926,0.0,0.0,0.0
1238,0.15475,0,-6,6,-212,ff010001,6230016,5206016,15439,1,-0.5850309,-0.03,-0.03,-0.03
1239,0.154875,0,-3,3,-221,ff010001,6230016,5206016,15439,1,-0.5850309,-0.015,0.015,0.045
1240,0.155,0,-8,8,-227,ff010001,6230016,5206016,15439,1,-0.5850309,-0.04,-0.025,-0.04
1241,0.155125,0,-10,10,-202,ff010001,6131712,5169152,15440,1,-1.522545205,-0.05,-0.010000000000000002,0.015
1242,0.15525,0,-11,11,-217,ff010001,6131712,5169152,15440,1,-1.522545205,-0.055,-0.0049999999999999975,0.0050000000000000044
1243,0.155375,0,-18,18,-194,ff010001,6041600,5283840,15441,1,-2.381933318,-0.09,-0.034999999999999996,-0.03
1244,0.1555,0,-20,20,-184,ff010001,6041600,5283840,15441,1,-2.381933318,-0.1,-0.010000000000000009,0.024999999999999988
1245,0.155625,0,-20,20,-215,ff010001,6041600,5283840,15441,1,-2.381933318,-0.1,0.0,0.010000000000000009
1246,0.15575,0,-20,20,-228,ff010001,5984256,5218304,15442,1,-2.928816663,-0.1,0.0,0.0
1247,0.155875,0,-23,23,-212,ff010001,5984256,5218304,15442,1,-2.928816663,-0.115,-0.015,-0.015
1248,0.156,0,-23,23,-208,ff010001,5984256,5218304,15442,1,-2.928816663,-0.115,0.0,0.015
1249,0.156125,0,-25,25,-211,ff010001,5914624,5349376,15443,1,-3.592889296,-0.125,-0.009999999999999995,-0.009999999999999995
1250,0.15625,0,-23,23,-220,ff010001,5914624,5349376,15443,1,-3.592889296,-0.115,0.009999999999999995,0.01999999999999999
1251,0.156375,0,-23,23,-229,ff010001,5914624,5349376,15443,1,-3.592889296,-0.115,0.0,-0.009999999999999995
1252,0.1565,0,-25,25,-210,ff010001,5853184,5373952,15444,1,-4.178835737,-0.125,-0.009999999999999995,-0.009999999999999995
1253,0.156625,0,-29,29,-187,ff010001,5853184,5373952,15444,1,-4.178835737,-0.145,-0.01999999999999999,-0.009999999999999995
1254,0.15675,0,-30,30,-189,ff010001,5853184,5373952,15444,1,-4.178835737,-0.15,-0.0050000000000000044,0.014999999999999986
1255,0.156875,0,-25,25,-232,ff010001,5844992,5345280,15445,1,-4.256961929,-0.125,0.024999999999999994,0.03
1256,0.157,0,-30,30,-218,ff010001,5844992,5345280,15445,1,-4.256961929,-0.15,-0.024999999999999994,-0.04999999999999999
1257,0.157125,0,-27,27,-205,ff010001,5799936,5476352,15446,1,-4.686655985,-0.135,0.014999999999999986,0.03999999999999998
1258,0.15725,0,-25,25,-237,ff010001,5799936,5476352,15446,1,-4.686655985,-0.125,0.010000000000000009,-0.004999999999999977
1259,0.157375,0,-25,25,-226,ff010001,5799936,5476352,15446,1,-4.686655985,-0.125,0.0,-0.010000000000000009
1260,0.1575,0,-29,29,-195,ff010001,5799936,5447680,15447,1,-4.686655985,-0.145,-0.01999999999999999,-0.01999999999999999
1261,0.157625,0,-31,31,-181,ff010001,5799936,5447680,15447,1,-4.686655985,-0.155,-0.010000000000000009,0.009999999999999981
1262,0.15775,0,-25,25,-228,ff010001,5799936,5447680,15447,1,-4.686655985,-0.125,0.03,0.04000000000000001
1263,0.157875,0,-26,26,-240,ff010001,5844992,5414912,15448,1,-4.256961929,-0.13,-0.0050000000000000044,-0.035
1264,0.158,0,-28,28,-202,ff010001,5844992,5414912,15448,1,-4.256961929,-0.14,-0.010000000000000009,-0.0050000000000000044
1265,0.158125,0,-29,29,-196,ff010001,5844992,5414912,15448,1,-4.256961929,-0.145,-0.004999999999999977,0.005000000000000032
1266,0.15825,0,-27,27,-215,ff010001,5865472,5414912,15449,1,-4.061646448,-0.135,0.009999999999999981,0.014999999999999958
1267,0.158375,0,-27,27,-222,ff010001,5865472,5414912,15449,1,-4.061646448,-0.135,0.0,-0.009999999999999981
1268,0.1585,0,-32,32,-188,ff010001,5926912,5414912,15450,1,-3.475700008,-0.16,-0.024999999999999994,-0.024999999999999994
1269,0.158625,0,-28,28,-203,ff010001,5926912,5414912,15450,1,-3.475700008,-0.14,0.01999999999999999,0.044999999999999984
1270,0.15875,0,-31,31,-214,ff010001,5926912,5414912,15450,1,-3.475700008,-0.155,-0.014999999999999986,-0.034999999999999976
1271,0.158875,0,-31,31,-195,ff010001,5984256,5423104,15451,1,-2.928816663,-0.155,0.0,0.014999999999999986
1272,0.159,0,-30,30,-211,ff010001,5984256,5423104,15451,1,-2.928816663,-0.15,0.0050000000000000044,0.0050000000000000044
1273,0.159125,0,-25,25,-237,ff010001,5984256,5423104,15451,1,-2.928816663,-0.125,0.024999999999999994,0.01999999999999999
1274,0.15925,0,-25,25,-235,ff010001,6057984,5423104,15452,1,-2.225680934,-0.125,0.0,-0.024999999999999994
1275,0.159375,0,-20,20,-234,ff010001,6057984,5423104,15452,1,-2.225680934,-0.1,0.024999999999999994,0.024999999999999994
1276,0.1595,0,-19,19,-239,ff010001,6057984,5423104,15452,1,-2.225680934,-0.095,0.0050000000000000044,-0.01999999999999999
1277,0.159625,0,-17,17,-226,ff010001,6123520,5513216,15453,1,-1.600671397,-0.085,0.009999999999999995,0.0049999999999999906
1278,0.15975,0,-12,12,-245,ff010001,6123520,5513216,15453,1,-1.600671397,-0.06,0.02500000000000001,0.015000000000000013
1279,0.159875,0,-10,10,-249,ff010001,6230016,5451776,15454,1,-0.5850309,-0.05,0.009999999999999995,-0.015000000000000013
1280,0.16,0,-12,12,-218,ff010001,6230016,5451776,15454,1,-0.5850309,-0.06,-0.009999999999999995,-0.01999999999999999
1281,0.160125,0,-12,12,-205,ff010001,6230016,5451776,15454,1,-0.5850309,-0.06,0.0,0.009999999999999995
1282,0.16025,0,-10,10,-225,ff010001,6316032,5464064,15455,1,0.235294118,-0.05,0.009999999999999995,0.009999999999999995
1283,0.160375,0,-8,8,-239,ff010001,6316032,5464064,15455,1,0.235294118,-0.04,0.010000000000000002,6.938893903907228e-18
1284,0.1605,0,-6,6,-241,ff010001,6316032,5464064,15455,1,0.235294118,-0.03,0.010000000000000002,0.0
1285,0.160625,0,-4,4,-242,ff010001,6385664,5468160,15456,1,0.899366751,-0.02,0.009999999999999998,-3.469446951953614e-18
1286,0.16075,0,-3,3,-238,ff010001,6385664,5468160,15456,1,0.899366751,-0.015,0.005000000000000001,-0.0049999999999999975
1287,0.160875,0,0,0,-243,ff010001,6385664,5468160,15456,1,0.899366751,0.0,0.015,0.009999999999999998
1288,0.161,0,0,0,-240,ff010001,6463488,5414912,15457,1,1.641565576,0.0,0.0,-0.015
1289,0.161125,0,8,-8,-265,ff010001,6463488,5414912,15457,1,1.641565576,0.04,0.04,0.04
1290,0.16125,0,10,-10,-280,ff010001,6463488,5414912,15457,1,1.641565576,0.05,0.010000000000000002,-0.03
1291,0.161375,0,12,-12,-254,ff010001,6553600,5406720,15458,1,2.500953689,0.06,0.009999999999999995,-6.938893903907228e-18
1292,0.1615,0,15,-15,-257,ff010001,6553600,5406720,15458,1,2.500953689,0.075,0.015,0.0050000000000000044
1293,0.161625,0,18,-18,-264,ff010001,6619136,5406720,15459,1,3.125963226,0.09,0.015,0.0
1294,0.16175,0,16,-16,-243,ff010001,6619136,5406720,15459,1,3.125963226,0.08,-0.009999999999999995,-0.024999999999999994
1295,0.161875,0,15,-15,-223,ff010001,6619136,5406720,15459,1,3.125963226,0.075,-0.0050000000000000044,0.0049999999999999906
1296,0.162,0,20,-20,-256,ff010001,6635520,5509120,15460,1,3.28221561,0.1,0.02500000000000001,0.030000000000000013
1297,0.162125,0,20,-20,-268,ff010001,6635520,5509120,15460,1,3.28221561,0.1,0.0,-0.02500000000000001
1298,0.16225,0,18,-18,-236,ff010001,6635520,5509120,15460,1,3.28221561,0.09,-0.010000000000000009,-0.010000000000000009
1299,0.162375,0,18,-18,-232,ff010001,6664192,5459968,15461,1,3.555657282,0.09,0.0,0.010000000000000009
1300,0.1625,0,18,-18,-242,ff010001,6664192,5459968,15461,1,3.555657282,0.09,0.0,0.0
1301,0.162625,0,20,-20,-254,ff010001,6664192,5459968,15461,1,3.555657282,0.1,0.010000000000000009,0.010000000000000009
1302,0.16275,0,21,-21,-261,ff010001,6709248,5406720,15462,1,3.985351339,0.105,0.0049999999999999906,-0.005000000000000018
1303,0.162875,0,21,-21,-252,ff010001,6709248,5406720,15462,1,3.985351339,0.105,0.0,-0.0049999999999999906
1304,0.163,0,20,-20,-241,ff010001,6713344,5357568,15463,1,4.024414435,0.1,-0.0049999999999999906,-0.0049999999999999906
1305,0.163125,0,18,-18,-230,ff010001,6713344,5357568,15463,1,4.024414435,0.09,-0.010000000000000009,-0.005000000000000018
1306,0.16325,0,18,-18,-234,ff010001,6713344,5357568,15463,1,4.024414435,0.09,0.0,0.010000000000000009
1307,0.163375,0,18,-18,-244,ff010001,6692864,5357568,15464,1,3.829098955,0.09,0.0,0.0
1308,0.1635,0,14,-14,-226,ff010001,6692864,5357568,15464,1,3.829098955,0.07,-0.01999999999999999,-0.01999999999999999
1309,0.163625,0,14,-14,-223,ff010001,6692864,5357568,15464,1,3.829098955,0.07,0.0,0.01999999999999999
1310,0.16375,0,17,-17,-256,ff010001,6660096,5324800,15465,1,3.516594186,0.085,0.015,0.015
1311,0.163875,0,16,-16,-255,ff010001,6660096,5324800,15465,1,3.516594186,0.08,-0.0050000000000000044,-0.020000000000000004
1312,0.164,0,11,-11,-215,ff010001,6660096,5324800,15465,1,3.516594186,0.055,-0.025,-0.019999999999999997
1313,0.164125,0,11,-11,-214,ff010001,6606848,5402624,15466,1,3.008773938,0.055,0.0,0.025
1314,0.16425,0,13,-13,-248,ff010001,6606848,5402624,15466,1,3.008773938,0.065,0.010000000000000002,0.010000000000000002
1315,0.164375,0,7,-7,-223,ff010001,6537216,5455872,15467,1,2.344701305,0.035,-0.03,-0.04
1316,0.1645,0,10,-10,-223,ff010001,6537216,5455872,15467,1,2.344701305,0.05,0.015,0.045
1317,0.164625,0,11,-11,-257,ff010001,6537216,5455872,15467,1,2.344701305,0.055,0.0049999999999999975,-0.010000000000000002
1318,0.16475,0,7,-7,-227,ff010001,6463488,5451776,15468,1,1.641565576,0.035,-0.019999999999999997,-0.024999999999999994
1319,0.164875,0,5,-5,-207,ff010001,6463488,5451776,15468,1,1.641565576,0.025,-0.010000000000000002,0.009999999999999995
1320,0.165,0,5,-5,-224,ff010001,6463488,5451776,15468,1,1.641565576,0.025,0.0,0.010000000000000002
1321,0.165125,0,7,-7,-245,ff010001,6406144,5406720,15469,1,1.094682231,0.035,0.010000000000000002,0.010000000000000002
1322,0.16525,0,1,-1,-219,ff010001,6406144,5406720,15469,1,1.094682231,0.005,-0.030000000000000002,-0.04000000000000001
1323,0.165375,0,0,0,-199,ff010001,6406144,5406720,15469,1,1.094682231,0.0,-0.005,0.025
1324,0.1655,0,0,0,-225,ff010001,6328320,5349376,15470,1,0.352483406,0.0,0.0,0.005
1325,0.165625,0,3,-3,-248,ff010001,6328320,5349376,15470,1,0.352483406,0.015,0.015,0.015
1326,0.16575,0,1,-1,-240,ff010001,6266880,5287936,15471,1,-0.233463035,0.005,-0.009999999999999998,-0.024999999999999998
1327,0.165875,0,-4,4,-199,ff010001,6266880,5287936,15471,1,-0.233463035,-0.02,-0.025,-0.015000000000000003
1328,0.166,0,4,-4,-242,ff010001,6266880,5287936,15471,1,-0.233463035,0.02,0.04,0.065
1329,0.166125,0,-11,11,-199,ff010001,6189056,5275648,15472,1,-0.97566186,-0.055,-0.075,-0.11499999999999999
1330,0.16625,0,0,0,-207,ff010001,6189056,5275648,15472,1,-0.97566186,0.0,0.055,0.13
1331,0.166375,0,-13,13,-218,ff010001,6189056,5275648,15472,1,-0.97566186,-0.065,-0.065,-0.12
1332,0.1665,0,3,-3,-242,ff010001,6086656,5287936,15473,1,-1.952239261,0.015,0.08,0.14500000000000002
1333,0.166625,0,-10,10,-245,ff010001,6086656,5287936,15473,1,-1.952239261,-0.05,-0.065,-0.14500000000000002
1334,0.16675,0,-15,15,-142,ff010001,6086656,5287936,15473,1,-1.952239261,-0.075,-0.024999999999999994,0.04000000000000001
1335,0.166875,0,-15,15,-190,ff010001,6033408,5283840,15474,1,-2.46005951,-0.075,0.0,0.024999999999999994
1336,0.167,0,-15,15,-221,ff010001,6033408,5283840,15474,1,-2.46005951,-0.075,0.0,0.0
1337,0.167125,0,-20,20,-200,ff010001,6033408,5283840,15474,1,-2.46005951,-0.1,-0.02500000000000001,-0.02500000000000001
1338,0.16725,0,-20,20,-194,ff010001,5984256,5230592,15475,1,-2.928816663,-0.1,0.0,0.02500000000000001
1339,0.167375,0,-20,20,-216,ff010001,5984256,5230592,15475,1,-2.928816663,-0.1,0.0,0.0
1340,0.1675,0,-20,20,-217,ff010001,5918720,5320704,15476,1,-3.5538262,-0.1,0.0,0.0
1341,0.167625,0,-23,23,-201,ff010001,5918720,5320704,15476,1,-3.5538262,-0.115,-0.015,-0.015
1342,0.16775,0,-22,22,-202,ff010001,5918720,5320704,15476,1,-3.5538262,-0.11,0.0050000000000000044,0.020000000000000004
1343,0.167875,0,-22,22,-216,ff010001,5877760,5255168,15477,1,-3.94445716,-0.11,0.0,-0.0050000000000000044
1344,0.168,0,-26,26,-193,ff010001,5877760,5255168,15477,1,-3.94445716,-0.13,-0.020000000000000004,-0.020000000000000004
1345,0.168125,0,-25,25,-194,ff010001,5877760,5255168,15477,1,-3.94445716,-0.125,0.0050000000000000044,0.02500000000000001
1346,0.16825,0,-28,28,-198,ff010001,5865472,5259264,15478,1,-4.061646448,-0.14,-0.015000000000000013,-0.020000000000000018
1347,0.168375,0,-31,31,-179,ff010001,5865472,5259264,15478,1,-4.061646448,-0.155,-0.014999999999999986,2.7755575615628914e-17
1348,0.1685,0,-31,31,-189,ff010001,5865472,5259264,15478,1,-4.061646448,-0.155,0.0,0.014999999999999986
