sample,Time (s),CMD_POS_FLOATMAG_BH,ENC_POS_FLOATMAG_BH,POS_ERR_FLOATMAG_BH,DAC_FLOATMAG_BH,MODE_FLOATMAG_BH,ENC_POS_FLOATMAG_FBX,ENC_POS_FLOATMAG_FBY,ENC_POS_FLOATMAG_FB_COUNT,ENC_POS_FLOATMAG_FB_SCORE,EndPoint_X(um),ENC_X(um)
1031,0.128875,0,8,-8,-356,ff010001,6791168,5304320,15364,1,4.76661326,0.04
1032,0.129,0,8,-8,-356,ff010001,6791168,5304320,15364,1,4.76661326,0.04
1033,0.129125,0,8,-8,-343,ff010001,6782976,5279744,15365,1,4.688487068,0.04
1034,0.12925,0,5,-5,-328,ff010001,6782976,5279744,15365,1,4.688487068,0.025
1035,0.129375,0,3,-3,-316,ff010001,6782976,5279744,15365,1,4.688487068,0.015
1036,0.1295,0,0,0,-315,ff010001,6774784,5287936,15366,1,4.610360876,0
1037,0.129625,0,0,0,-323,ff010001,6774784,5287936,15366,1,4.610360876,0
1038,0.12975,0,-8,8,-299,ff010001,6774784,5287936,15366,1,4.610360876,-0.04
1039,0.129875,0,-10,10,-283,ff010001,6705152,5279744,15367,1,3.946288243,-0.05
1040,0.13,0,-20,20,-269,ff010001,6705152,5279744,15367,1,3.946288243,-0.1
1041,0.130125,0,-25,25,-250,ff010001,6705152,5279744,15367,1,3.946288243,-0.125
1042,0.13025,0,-30,30,-267,ff010001,6647808,5152768,15368,1,3.399404898,-0.15
1043,0.130375,0,-40,40,-241,ff010001,6647808,5152768,15368,1,3.399404898,-0.2
1044,0.1305,0,-45,45,-232,ff010001,6578176,5193728,15369,1,2.735332265,-0.225
1045,0.130625,0,-53,53,-235,ff010001,6578176,5193728,15369,1,2.735332265,-0.265
1046,0.13075,0,-60,60,-220,ff010001,6578176,5193728,15369,1,2.735332265,-0.3
1047,0.130875,0,-63,63,-236,ff010001,6475776,5148672,15370,1,1.758754864,-0.315
1048,0.131,0,-70,70,-232,ff010001,6475776,5148672,15370,1,1.758754864,-0.35
1049,0.131125,0,-70,70,-240,ff010001,6475776,5148672,15370,1,1.758754864,-0.35
1050,0.13125,0,-73,73,-255,ff010001,6402048,5017600,15371,1,1.055619135,-0.365
1051,0.131375,0,-76,76,-237,ff010001,6402048,5017600,15371,1,1.055619135,-0.38
1052,0.1315,0,-76,76,-244,ff010001,6402048,5017600,15371,1,1.055619135,-0.38
1053,0.131625,0,-74,74,-266,ff010001,6307840,5001216,15372,1,0.157167926,-0.37
1054,0.13175,0,-76,76,-256,ff010001,6307840,5001216,15372,1,0.157167926,-0.38
1055,0.131875,0,-76,76,-243,ff010001,6189056,5066752,15373,1,-0.97566186,-0.38
1056,0.132,0,-76,76,-249,ff010001,6189056,5066752,15373,1,-0.97566186,-0.38
1057,0.132125,0,-71,71,-274,ff010001,6189056,5066752,15373,1,-0.97566186,-0.355
1058,0.13225,0,-76,76,-252,ff010001,6062080,5054464,15374,1,-2.186617838,-0.38
1059,0.132375,0,-72,72,-244,ff010001,6062080,5054464,15374,1,-2.186617838,-0.36
1060,0.1325,0,-69,69,-282,ff010001,6062080,5054464,15374,1,-2.186617838,-0.345
1061,0.132625,0,-71,71,-258,ff010001,6000640,4964352,15375,1,-2.772564279,-0.355
1062,0.13275,0,-70,70,-245,ff010001,6000640,4964352,15375,1,-2.772564279,-0.35
1063,0.132875,0,-70,70,-254,ff010001,6000640,4964352,15375,1,-2.772564279,-0.35
1064,0.133,0,-71,71,-245,ff010001,5918720,4947968,15376,1,-3.5538262,-0.355
1065,0.133125,0,-68,68,-259,ff010001,5918720,4947968,15376,1,-3.5538262,-0.34
1066,0.13325,0,-70,70,-256,ff010001,5918720,4947968,15376,1,-3.5538262,-0.35
1067,0.133375,0,-73,73,-226,ff010001,5840896,4947968,15377,1,-4.296025025,-0.365
1068,0.1335,0,-76,76,-216,ff010001,5840896,4947968,15377,1,-4.296025025,-0.38
1069,0.133625,0,-73,73,-243,ff010001,5746688,5038080,15378,1,-5.194476234,-0.365
1070,0.13375,0,-74,74,-256,ff010001,5746688,5038080,15378,1,-5.194476234,-0.37
1071,0.133875,0,-74,74,-241,ff010001,5746688,5038080,15378,1,-5.194476234,-0.37
1072,0.134,0,-76,76,-232,ff010001,5709824,5005312,15379,1,-5.546044099,-0.38
1073,0.134125,0,-76,76,-229,ff010001,5709824,5005312,15379,1,-5.546044099,-0.38
1074,0.13425,0,-76,76,-237,ff010001,5709824,5005312,15379,1,-5.546044099,-0.38
1075,0.134375,0,-78,78,-227,ff010001,5689344,5017600,15380,1,-5.741359579,-0.39
1076,0.1345,0,-80,80,-214,ff010001,5689344,5017600,15380,1,-5.741359579,-0.4
1077,0.134625,0,-76,76,-240,ff010001,5689344,5017600,15380,1,-5.741359579,-0.38
1078,0.13475,0,-78,78,-242,ff010001,5664768,5087232,15381,1,-5.975738155,-0.39
1079,0.134875,0,-73,73,-245,ff010001,5664768,5087232,15381,1,-5.975738155,-0.365
1080,0.135,0,-75,75,-244,ff010001,5705728,5013504,15382,1,-5.585107195,-0.375
1081,0.135125,0,-73,73,-229,ff010001,5705728,5013504,15382,1,-5.585107195,-0.365
1082,0.13525,0,-73,73,-236,ff010001,5705728,5013504,15382,1,-5.585107195,-0.365
1083,0.135375,0,-68,68,-251,ff010001,5713920,5132288,15383,1,-5.506981003,-0.34
1084,0.1355,0,-69,69,-248,ff010001,5713920,5132288,15383,1,-5.506981003,-0.345
1085,0.135625,0,-70,70,-218,ff010001,5713920,5132288,15383,1,-5.506981003,-0.35
1086,0.13575,0,-69,69,-223,ff010001,5783552,5033984,15384,1,-4.84290837,-0.345
1087,0.135875,0,-69,69,-229,ff010001,5783552,5033984,15384,1,-4.84290837,-0.345
1088,0.136,0,-69,69,-225,ff010001,5783552,5033984,15384,1,-4.84290837,-0.345
1089,0.136125,0,-65,65,-243,ff010001,5840896,5181440,15385,1,-4.296025025,-0.325
1090,0.13625,0,-68,68,-231,ff010001,5840896,5181440,15385,1,-4.296025025,-0.34
1091,0.136375,0,-66,66,-219,ff010001,5914624,5251072,15386,1,-3.592889296,-0.33
1092,0.1365,0,-65,65,-236,ff010001,5914624,5251072,15386,1,-3.592889296,-0.325
1093,0.136625,0,-63,63,-238,ff010001,5914624,5251072,15386,1,-3.592889296,-0.315
1094,0.13675,0,-64,64,-228,ff010001,6045696,5160960,15387,1,-2.342870222,-0.32
1095,0.136875,0,-61,61,-230,ff010001,6045696,5160960,15387,1,-2.342870222,-0.305
1096,0.137,0,-59,59,-245,ff010001,6045696,5160960,15387,1,-2.342870222,-0.295
1097,0.137125,0,-56,56,-247,ff010001,6119424,5378048,15388,1,-1.639734493,-0.28
1098,0.13725,0,-55,55,-242,ff010001,6119424,5378048,15388,1,-1.639734493,-0.275
1099,0.137375,0,-50,50,-251,ff010001,6119424,5378048,15388,1,-1.639734493,-0.25
1100,0.1375,0,-42,42,-287,ff010001,6250496,5275648,15389,1,-0.389715419,-0.21
1101,0.137625,0,-40,40,-278,ff010001,6250496,5275648,15389,1,-0.389715419,-0.2
1102,0.13775,0,-37,37,-254,ff010001,6250496,5275648,15389,1,-0.389715419,-0.185
1103,0.137875,0,-34,34,-257,ff010001,6361088,5332992,15390,1,0.664988174,-0.17
1104,0.138,0,-30,30,-265,ff010001,6361088,5332992,15390,1,0.664988174,-0.15
1105,0.138125,0,-25,25,-278,ff010001,6483968,5341184,15391,1,1.836881056,-0.125
1106,0.13825,0,-22,22,-278,ff010001,6483968,5341184,15391,1,1.836881056,-0.11
1107,0.138375,0,-20,20,-265,ff010001,6483968,5341184,15391,1,1.836881056,-0.1
1108,0.1385,0,-15,15,-275,ff010001,6557696,5451776,15392,1,2.540016785,-0.075
1109,0.138625,0,-12,12,-284,ff010001,6557696,5451776,15392,1,2.540016785,-0.06
1110,0.13875,0,-7,7,-288,ff010001,6557696,5451776,15392,1,2.540016785,-0.035
1111,0.138875,0,-1,1,-305,ff010001,6639616,5480448,15393,1,3.321278706,-0.005
1112,0.139,0,0,0,-290,ff010001,6639616,5480448,15393,1,3.321278706,0
1113,0.139125,0,3,-3,-276,ff010001,6639616,5480448,15393,1,3.321278706,0.015
1114,0.13925,0,8,-8,-296,ff010001,6696960,5525504,15394,1,3.868162051,0.04
1115,0.139375,0,10,-10,-297,ff010001,6696960,5525504,15394,1,3.868162051,0.05
1116,0.1395,0,10,-10,-275,ff010001,6758400,5521408,15395,1,4.454108492,0.05
1117,0.139625,0,11,-11,-269,ff010001,6758400,5521408,15395,1,4.454108492,0.055
1118,0.13975,0,10,-10,-266,ff010001,6758400,5521408,15395,1,4.454108492,0.05
1119,0.139875,0,11,-11,-267,ff010001,6791168,5550080,15396,1,4.76661326,0.055
1120,0.14,0,10,-10,-268,ff010001,6791168,5550080,15396,1,4.76661326,0.05
1121,0.140125,0,12,-12,-273,ff010001,6791168,5550080,15396,1,4.76661326,0.06
1122,0.14025,0,13,-13,-284,ff010001,6799360,5607424,15397,1,4.844739452,0.065
1123,0.140375,0,14,-14,-280,ff010001,6799360,5607424,15397,1,4.844739452,0.07
1124,0.1405,0,13,-13,-270,ff010001,6799360,5607424,15397,1,4.844739452,0.065
1125,0.140625,0,14,-14,-269,ff010001,6819840,5595136,15398,1,5.040054932,0.07
1126,0.14075,0,16,-16,-283,ff010001,6819840,5595136,15398,1,5.040054932,0.08
1127,0.140875,0,16,-16,-280,ff010001,6787072,5677056,15399,1,4.727550164,0.08
1128,0.141,0,20,-20,-290,ff010001,6787072,5677056,15399,1,4.727550164,0.1
1129,0.141125,0,20,-20,-291,ff010001,6787072,5677056,15399,1,4.727550164,0.1
1130,0.14125,0,20,-20,-273,ff010001,6766592,5627904,15400,1,4.532234684,0.1
1131,0.141375,0,16,-16,-252,ff010001,6766592,5627904,15400,1,4.532234684,0.08
1132,0.1415,0,16,-16,-250,ff010001,6766592,5627904,15400,1,4.532234684,0.08
1133,0.141625,0,17,-17,-274,ff010001,6696960,5599232,15401,1,3.868162051,0.085
1134,0.14175,0,12,-12,-254,ff010001,6696960,5599232,15401,1,3.868162051,0.06
1135,0.141875,0,16,-16,-265,ff010001,6696960,5599232,15401,1,3.868162051,0.08
1136,0.142,0,11,-11,-266,ff010001,6631424,5652480,15402,1,3.243152514,0.055
1137,0.142125,0,10,-10,-241,ff010001,6631424,5652480,15402,1,3.243152514,0.05
1138,0.14225,0,10,-10,-261,ff010001,6553600,5656576,15403,1,2.500953689,0.05
1139,0.142375,0,7,-7,-254,ff010001,6553600,5656576,15403,1,2.500953689,0.035
1140,0.1425,0,5,-5,-242,ff010001,6553600,5656576,15403,1,2.500953689,0.025
1141,0.142625,0,4,-4,-249,ff010001,6459392,5623808,15404,1,1.60250248,0.02
1142,0.14275,0,5,-5,-263,ff010001,6459392,5623808,15404,1,1.60250248,0.025
1143,0.142875,0,0,0,-245,ff010001,6459392,5623808,15404,1,1.60250248,0
1144,0.143,0,-5,5,-212,ff010001,6336512,5726208,15405,1,0.430609598,-0.025
1145,0.143125,0,-7,7,-221,ff010001,6336512,5726208,15405,1,0.430609598,-0.035
1146,0.14325,0,-5,5,-255,ff010001,6336512,5726208,15405,1,0.430609598,-0.025
1147,0.143375,0,-10,10,-243,ff010001,6254592,5672960,15406,1,-0.350652323,-0.05
1148,0.1435,0,-10,10,-230,ff010001,6254592,5672960,15406,1,-0.350652323,-0.05
1149,0.143625,0,-15,15,-226,ff010001,6254592,5672960,15406,1,-0.350652323,-0.075
1150,0.14375,0,-17,17,-214,ff010001,6168576,5537792,15407,1,-1.17097734,-0.085
1151,0.143875,0,-18,18,-230,ff010001,6168576,5537792,15407,1,-1.17097734,-0.09
1152,0.144,0,-20,20,-231,ff010001,6057984,5603328,15408,1,-2.225680934,-0.1
1153,0.144125,0,-23,23,-219,ff010001,6057984,5603328,15408,1,-2.225680934,-0.115
1154,0.14425,0,-28,28,-201,ff010001,6057984,5603328,15408,1,-2.225680934,-0.14
1155,0.144375,0,-25,25,-226,ff010001,5988352,5484544,15409,1,-2.889753567,-0.125
1156,0.1445,0,-30,30,-228,ff010001,5988352,5484544,15409,1,-2.889753567,-0.15
1157,0.144625,0,-35,35,-187,ff010001,5988352,5484544,15409,1,-2.889753567,-0.175
1158,0.14475,0,-30,30,-228,ff010001,5926912,5431296,15410,1,-3.475700008,-0.15
1159,0.144875,0,-30,30,-256,ff010001,5926912,5431296,15410,1,-3.475700008,-0.15
1160,0.145,0,-36,36,-205,ff010001,5926912,5431296,15410,1,-3.475700008,-0.18
1161,0.145125,0,-39,39,-182,ff010001,5857280,5480448,15411,1,-4.139772641,-0.195
1162,0.14525,0,-33,33,-236,ff010001,5857280,5480448,15411,1,-4.139772641,-0.165
1163,0.145375,0,-37,37,-238,ff010001,5812224,5468160,15412,1,-4.569466697,-0.185
1164,0.1455,0,-45,45,-168,ff010001,5812224,5468160,15412,1,-4.569466697,-0.225
1165,0.145625,0,-40,40,-201,ff010001,5812224,5468160,15412,1,-4.569466697,-0.2
1166,0.14575,0,-34,34,-273,ff010001,5795840,5406720,15413,1,-4.725719081,-0.17
1167,0.145875,0,-45,45,-204,ff010001,5795840,5406720,15413,1,-4.725719081,-0.225
1168,0.146,0,-44,44,-168,ff010001,5795840,5406720,15413,1,-4.725719081,-0.22
1169,0.146125,0,-40,40,-236,ff010001,5804032,5361664,15414,1,-4.647592889,-0.2
1170,0.14625,0,-43,43,-225,ff010001,5804032,5361664,15414,1,-4.647592889,-0.215
1171,0.146375,0,-43,43,-203,ff010001,5804032,5361664,15414,1,-4.647592889,-0.215
1172,0.1465,0,-40,40,-228,ff010001,5816320,5341184,15415,1,-4.530403601,-0.2
1173,0.146625,0,-43,43,-217,ff010001,5816320,5341184,15415,1,-4.530403601,-0.215
1174,0.14675,0,-43,43,-200,ff010001,5853184,5287936,15416,1,-4.178835737,-0.215
1175,0.146875,0,-43,43,-211,ff010001,5853184,5287936,15416,1,-4.178835737,-0.215
1176,0.147,0,-43,43,-213,ff010001,5853184,5287936,15416,1,-4.178835737,-0.215
1177,0.147125,0,-39,39,-232,ff010001,5910528,5210112,15417,1,-3.631952392,-0.195
1178,0.14725,0,-41,41,-224,ff010001,5910528,5210112,15417,1,-3.631952392,-0.205
1179,0.147375,0,-39,39,-213,ff010001,5910528,5210112,15417,1,-3.631952392,-0.195
1180,0.1475,0,-38,38,-226,ff010001,5959680,5271552,15418,1,-3.163195239,-0.19
1181,0.147625,0,-37,37,-223,ff010001,5959680,5271552,15418,1,-3.163195239,-0.185
1182,0.14775,0,-37,37,-218,ff010001,5959680,5271552,15418,1,-3.163195239,-0.185
1183,0.147875,0,-36,36,-217,ff010001,6041600,5189632,15419,1,-2.381933318,-0.18
1184,0.148,0,-31,31,-242,ff010001,6041600,5189632,15419,1,-2.381933318,-0.155
1185,0.148125,0,-25,25,-270,ff010001,6131712,5091328,15420,1,-1.522545205,-0.125
1186,0.14825,0,-25,25,-250,ff010001,6131712,5091328,15420,1,-1.522545205,-0.125
1187,0.148375,0,-28,28,-204,ff010001,6131712,5091328,15420,1,-1.522545205,-0.14
1188,0.1485,0,-23,23,-223,ff010001,6201344,5152768,15421,1,-0.858472572,-0.115
1189,0.148625,0,-20,20,-257,ff010001,6201344,5152768,15421,1,-0.858472572,-0.1
1190,0.14875,0,-21,21,-234,ff010001,6201344,5152768,15421,1,-0.858472572,-0.105
1191,0.148875,0,-20,20,-221,ff010001,6320128,5083136,15422,1,0.274357214,-0.1
1192,0.149,0,-16,16,-245,ff010001,6320128,5083136,15422,1,0.274357214,-0.08
1193,0.149125,0,-18,18,-235,ff010001,6320128,5083136,15422,1,0.274357214,-0.09
1194,0.14925,0,-16,16,-224,ff010001,6406144,5062656,15423,1,1.094682231,-0.08
1195,0.149375,0,-12,12,-253,ff010001,6406144,5062656,15423,1,1.094682231,-0.06
1196,0.1495,0,-12,12,-248,ff010001,6406144,5062656,15423,1,1.094682231,-0.06
1197,0.149625,0,-8,8,-247,ff010001,6471680,5128192,15424,1,1.719691768,-0.04
1198,0.14975,0,-5,5,-263,ff010001,6471680,5128192,15424,1,1.719691768,-0.025
1199,0.149875,0,0,0,-271,ff010001,6582272,5033984,15425,1,2.774395361,0
1200,0.15,0,0,0,-258,ff010001,6582272,5033984,15425,1,2.774395361,0
1201,0.150125,0,0,0,-234,ff010001,6582272,5033984,15425,1,2.774395361,0
1202,0.15025,0,3,-3,-247,ff010001,6647808,4964352,15426,1,3.399404898,0.015
1203,0.150375,0,3,-3,-251,ff010001,6647808,4964352,15426,1,3.399404898,0.015
1204,0.1505,0,10,-10,-272,ff010001,6647808,4964352,15426,1,3.399404898,0.05
1205,0.150625,0,10,-10,-276,ff010001,6713344,4972544,15427,1,4.024414435,0.05
1206,0.15075,0,12,-12,-254,ff010001,6713344,4972544,15427,1,4.024414435,0.06
1207,0.150875,0,15,-15,-266,ff010001,6713344,4972544,15427,1,4.024414435,0.075
1208,0.151,0,15,-15,-260,ff010001,6754304,5013504,15428,1,4.415045396,0.075
1209,0.151125,0,18,-18,-261,ff010001,6754304,5013504,15428,1,4.415045396,0.09
1210,0.15125,0,18,-18,-263,ff010001,6770688,5058560,15429,1,4.57129778,0.09
1211,0.151375,0,20,-20,-260,ff010001,6770688,5058560,15429,1,4.57129778,0.1
1212,0.1515,0,20,-20,-261,ff010001,6770688,5058560,15429,1,4.57129778,0.1
1213,0.151625,0,25,-25,-277,ff010001,6778880,5091328,15430,1,4.649423972,0.125
1214,0.15175,0,23,-23,-270,ff010001,6778880,5091328,15430,1,4.649423972,0.115
1215,0.151875,0,26,-26,-261,ff010001,6778880,5091328,15430,1,4.649423972,0.13
1216,0.152,0,22,-22,-251,ff010001,6766592,5079040,15431,1,4.532234684,0.11
1217,0.152125,0,22,-22,-236,ff010001,6766592,5079040,15431,1,4.532234684,0.11
1218,0.15225,0,25,-25,-269,ff010001,6766592,5079040,15431,1,4.532234684,0.125
1219,0.152375,0,22,-22,-259,ff010001,6729728,5074944,15432,1,4.180666819,0.11
1220,0.1525,0,26,-26,-263,ff010001,6729728,5074944,15432,1,4.180666819,0.13
1221,0.152625,0,21,-21,-254,ff010001,6696960,5087232,15433,1,3.868162051,0.105
1222,0.15275,0,20,-20,-228,ff010001,6696960,5087232,15433,1,3.868162051,0.1
1223,0.152875,0,22,-22,-259,ff010001,6696960,5087232,15433,1,3.868162051,0.11
1224,0.153,0,20,-20,-258,ff010001,6643712,5042176,15434,1,3.360341802,0.1
1225,0.153125,0,17,-17,-233,ff010001,6643712,5042176,15434,1,3.360341802,0.085
1226,0.15325,0,15,-15,-229,ff010001,6643712,5042176,15434,1,3.360341802,0.075
1227,0.153375,0,10,-10,-218,ff010001,6574080,5095424,15435,1,2.696269169,0.05
1228,0.1535,0,14,-14,-245,ff010001,6574080,5095424,15435,1,2.696269169,0.07
1229,0.153625,0,8,-8,-243,ff010001,6574080,5095424,15435,1,2.696269169,0.04
1230,0.15375,0,11,-11,-236,ff010001,6475776,5124096,15436,1,1.758754864,0.055
1231,0.153875,0,7,-7,-243,ff010001,6475776,5124096,15436,1,1.758754864,0.035
1232,0.154,0,7,-7,-229,ff010001,6414336,5144576,15437,1,1.172808423,0.035
1233,0.154125,0,0,0,-211,ff010001,6414336,5144576,15437,1,1.172808423,0
1234,0.15425,0,1,-1,-213,ff010001,6414336,5144576,15437,1,1.172808423,0.005
1235,0.154375,0,0,0,-241,ff010001,6307840,5189632,15438,1,0.157167926,0
1236,0.1545,0,0,0,-239,ff010001,6307840,5189632,15438,1,0.157167926,0
1237,0.154625,0,0,0,-241,ff010001,6307840,5189632,15438,1,0.157167926,0
1238,0.15475,0,-6,6,-212,ff010001,6230016,5206016,15439,1,-0.5850309,-0.03
1239,0.154875,0,-3,3,-221,ff010001,6230016,5206016,15439,1,-0.5850309,-0.015
1240,0.155,0,-8,8,-227,ff010001,6230016,5206016,15439,1,-0.5850309,-0.04
1241,0.155125,0,-10,10,-202,ff010001,6131712,5169152,15440,1,-1.522545205,-0.05
1242,0.15525,0,-11,11,-217,ff010001,6131712,5169152,15440,1,-1.522545205,-0.055
1243,0.155375,0,-18,18,-194,ff010001,6041600,5283840,15441,1,-2.381933318,-0.09
1244,0.1555,0,-20,20,-184,ff010001,6041600,5283840,15441,1,-2.381933318,-0.1
1245,0.155625,0,-20,20,-215,ff010001,6041600,5283840,15441,1,-2.381933318,-0.1
1246,0.15575,0,-20,20,-228,ff010001,5984256,5218304,15442,1,-2.928816663,-0.1
1247,0.155875,0,-23,23,-212,ff010001,5984256,5218304,15442,1,-2.928816663,-0.115
1248,0.156,0,-23,23,-208,ff010001,5984256,5218304,15442,1,-2.928816663,-0.115
1249,0.156125,0,-25,25,-211,ff010001,5914624,5349376,15443,1,-3.592889296,-0.125
1250,0.15625,0,-23,23,-220,ff010001,5914624,5349376,15443,1,-3.592889296,-0.115
1251,0.156375,0,-23,23,-229,ff010001,5914624,5349376,15443,1,-3.592889296,-0.115
1252,0.1565,0,-25,25,-210,ff010001,5853184,5373952,15444,1,-4.178835737,-0.125
1253,0.156625,0,-29,29,-187,ff010001,5853184,5373952,15444,1,-4.178835737,-0.145
1254,0.15675,0,-30,30,-189,ff010001,5853184,5373952,15444,1,-4.178835737,-0.15
1255,0.156875,0,-25,25,-232,ff010001,5844992,5345280,15445,1,-4.256961929,-0.125
1256,0.157,0,-30,30,-218,ff010001,5844992,5345280,15445,1,-4.256961929,-0.15
1257,0.157125,0,-27,27,-205,ff010001,5799936,5476352,15446,1,-4.686655985,-0.135
1258,0.15725,0,-25,25,-237,ff010001,5799936,5476352,15446,1,-4.686655985,-0.125
1259,0.157375,0,-25,25,-226,ff010001,5799936,5476352,15446,1,-4.686655985,-0.125
1260,0.1575,0,-29,29,-195,ff010001,5799936,5447680,15447,1,-4.686655985,-0.145
1261,0.157625,0,-31,31,-181,ff010001,5799936,5447680,15447,1,-4.686655985,-0.155
1262,0.15775,0,-25,25,-228,ff010001,5799936,5447680,15447,1,-4.686655985,-0.125
1263,0.157875,0,-26,26,-240,ff010001,5844992,5414912,15448,1,-4.256961929,-0.13
1264,0.158,0,-28,28,-202,ff010001,5844992,5414912,15448,1,-4.256961929,-0.14
1265,0.158125,0,-29,29,-196,ff010001,5844992,5414912,15448,1,-4.256961929,-0.145
1266,0.15825,0,-27,27,-215,ff010001,5865472,5414912,15449,1,-4.061646448,-0.135
1267,0.158375,0,-27,27,-222,ff010001,5865472,5414912,15449,1,-4.061646448,-0.135
1268,0.1585,0,-32,32,-188,ff010001,5926912,5414912,15450,1,-3.475700008,-0.16
1269,0.158625,0,-28,28,-203,ff010001,5926912,5414912,15450,1,-3.475700008,-0.14
1270,0.15875,0,-31,31,-214,ff010001,5926912,5414912,15450,1,-3.475700008,-0.155
1271,0.158875,0,-31,31,-195,ff010001,5984256,5423104,15451,1,-2.928816663,-0.155
1272,0.159,0,-30,30,-211,ff010001,5984256,5423104,15451,1,-2.928816663,-0.15
1273,0.159125,0,-25,25,-237,ff010001,5984256,5423104,15451,1,-2.928816663,-0.125
1274,0.15925,0,-25,25,-235,ff010001,6057984,5423104,15452,1,-2.225680934,-0.125
1275,0.159375,0,-20,20,-234,ff010001,6057984,5423104,15452,1,-2.225680934,-0.1
1276,0.1595,0,-19,19,-239,ff010001,6057984,5423104,15452,1,-2.225680934,-0.095
1277,0.159625,0,-17,17,-226,ff010001,6123520,5513216,15453,1,-1.600671397,-0.085
1278,0.15975,0,-12,12,-245,ff010001,6123520,5513216,15453,1,-1.600671397,-0.06
1279,0.159875,0,-10,10,-249,ff010001,6230016,5451776,15454,1,-0.5850309,-0.05
1280,0.16,0,-12,12,-218,ff010001,6230016,5451776,15454,1,-0.5850309,-0.06
1281,0.160125,0,-12,12,-205,ff010001,6230016,5451776,15454,1,-0.5850309,-0.06
1282,0.16025,0,-10,10,-225,ff010001,6316032,5464064,15455,1,0.235294118,-0.05
1283,0.160375,0,-8,8,-239,ff010001,6316032,5464064,15455,1,0.235294118,-0.04
1284,0.1605,0,-6,6,-241,ff010001,6316032,5464064,15455,1,0.235294118,-0.03
1285,0.160625,0,-4,4,-242,ff010001,6385664,5468160,15456,1,0.899366751,-0.02
1286,0.16075,0,-3,3,-238,ff010001,6385664,5468160,15456,1,0.899366751,-0.015
1287,0.160875,0,0,0,-243,ff010001,6385664,5468160,15456,1,0.899366751,0
1288,0.161,0,0,0,-240,ff010001,6463488,5414912,15457,1,1.641565576,0
1289,0.161125,0,8,-8,-265,ff010001,6463488,5414912,15457,1,1.641565576,0.04
1290,0.16125,0,10,-10,-280,ff010001,6463488,5414912,15457,1,1.641565576,0.05
1291,0.161375,0,12,-12,-254,ff010001,6553600,5406720,15458,1,2.500953689,0.06
1292,0.1615,0,15,-15,-257,ff010001,6553600,5406720,15458,1,2.500953689,0.075
1293,0.161625,0,18,-18,-264,ff010001,6619136,5406720,15459,1,3.125963226,0.09
1294,0.16175,0,16,-16,-243,ff010001,6619136,5406720,15459,1,3.125963226,0.08
1295,0.161875,0,15,-15,-223,ff010001,6619136,5406720,15459,1,3.125963226,0.075
1296,0.162,0,20,-20,-256,ff010001,6635520,5509120,15460,1,3.28221561,0.1
1297,0.162125,0,20,-20,-268,ff010001,6635520,5509120,15460,1,3.28221561,0.1
1298,0.16225,0,18,-18,-236,ff010001,6635520,5509120,15460,1,3.28221561,0.09
1299,0.162375,0,18,-18,-232,ff010001,6664192,5459968,15461,1,3.555657282,0.09
1300,0.1625,0,18,-18,-242,ff010001,6664192,5459968,15461,1,3.555657282,0.09
1301,0.162625,0,20,-20,-254,ff010001,6664192,5459968,15461,1,3.555657282,0.1
1302,0.16275,0,21,-21,-261,ff010001,6709248,5406720,15462,1,3.985351339,0.105
1303,0.162875,0,21,-21,-252,ff010001,6709248,5406720,15462,1,3.985351339,0.105
1304,0.163,0,20,-20,-241,ff010001,6713344,5357568,15463,1,4.024414435,0.1
1305,0.163125,0,18,-18,-230,ff010001,6713344,5357568,15463,1,4.024414435,0.09
1306,0.16325,0,18,-18,-234,ff010001,6713344,5357568,15463,1,4.024414435,0.09
1307,0.163375,0,18,-18,-244,ff010001,6692864,5357568,15464,1,3.829098955,0.09
1308,0.1635,0,14,-14,-226,ff010001,6692864,5357568,15464,1,3.829098955,0.07
1309,0.163625,0,14,-14,-223,ff010001,6692864,5357568,15464,1,3.829098955,0.07
1310,0.16375,0,17,-17,-256,ff010001,6660096,5324800,15465,1,3.516594186,0.085
1311,0.163875,0,16,-16,-255,ff010001,6660096,5324800,15465,1,3.516594186,0.08
1312,0.164,0,11,-11,-215,ff010001,6660096,5324800,15465,1,3.516594186,0.055
1313,0.164125,0,11,-11,-214,ff010001,6606848,5402624,15466,1,3.008773938,0.055
1314,0.16425,0,13,-13,-248,ff010001,6606848,5402624,15466,1,3.008773938,0.065
1315,0.164375,0,7,-7,-223,ff010001,6537216,5455872,15467,1,2.344701305,0.035
1316,0.1645,0,10,-10,-223,ff010001,6537216,5455872,15467,1,2.344701305,0.05
1317,0.164625,0,11,-11,-257,ff010001,6537216,5455872,15467,1,2.344701305,0.055
1318,0.16475,0,7,-7,-227,ff010001,6463488,5451776,15468,1,1.641565576,0.035
1319,0.164875,0,5,-5,-207,ff010001,6463488,5451776,15468,1,1.641565576,0.025
1320,0.165,0,5,-5,-224,ff010001,6463488,5451776,15468,1,1.641565576,0.025
1321,0.165125,0,7,-7,-245,ff010001,6406144,5406720,15469,1,1.094682231,0.035
1322,0.16525,0,1,-1,-219,ff010001,6406144,5406720,15469,1,1.094682231,0.005
1323,0.165375,0,0,0,-199,ff010001,6406144,5406720,15469,1,1.094682231,0
1324,0.1655,0,0,0,-225,ff010001,6328320,5349376,15470,1,0.352483406,0
1325,0.165625,0,3,-3,-248,ff010001,6328320,5349376,15470,1,0.352483406,0.015
