sample,Time (s),CMD_POS_FLOATMAG_BH,ENC_POS_FLOATMAG_BH,POS_ERR_FLOATMAG_BH,DAC_FLOATMAG_BH,MODE_FLOATMAG_BH,ENC_POS_FLOATMAG_FBX,ENC_POS_FLOATMAG_FBY,ENC_POS_FLOATMAG_FB_COUNT,ENC_POS_FLOATMAG_FB_SCORE,EndPoint_X(um),ENC_X(um)
425,0.053125,10000,10022,-22,424,ff010001,6930432,5328896,15323,1,6.094758526,50.11
426,0.05325,10000,10022,-22,425,ff010001,6930432,5328896,15323,1,6.094758526,50.11
427,0.053375,10000,10023,-23,416,ff010001,6930432,5328896,15323,1,6.094758526,50.115
428,0.0535,10000,10023,-23,415,ff010001,6930432,5328896,15323,1,6.094758526,50.115
429,0.053625,10000,10022,-22,425,ff010001,6930432,5328896,15323,1,6.094758526,50.11
430,0.05375,10000,10023,-23,421,ff010001,6930432,5328896,15323,1,6.094758526,50.115
431,0.053875,10000,10023,-23,415,ff010001,6930432,5328896,15323,1,6.094758526,50.115
432,0.054,10000,10022,-22,424,ff010001,6930432,5328896,15323,1,6.094758526,50.11
433,0.054125,10000,10022,-22,425,ff010001,6930432,5328896,15323,1,6.094758526,50.11
434,0.05425,10000,10020,-20,430,ff010001,6930432,5328896,15323,1,6.094758526,50.1
435,0.054375,10000,10021,-21,425,ff010001,6930432,5328896,15323,1,6.094758526,50.105
436,0.0545,10000,10020,-20,420,ff010001,6930432,5328896,15323,1,6.094758526,50.1
437,0.054625,10000,10013,-13,458,ff010001,6930432,5328896,15323,1,6.094758526,50.065
438,0.05475,10000,10014,-14,453,ff010001,6930432,5328896,15323,1,6.094758526,50.07
439,0.054875,10000,10012,-12,429,ff010001,6930432,5328896,15323,1,6.094758526,50.06
440,0.055,10000,10013,-13,426,ff010001,6930432,5328896,15323,1,6.094758526,50.065
441,0.055125,10000,10007,-7,446,ff010001,6930432,5328896,15323,1,6.094758526,50.035
442,0.05525,10000,10007,-7,455,ff010001,6930432,5328896,15323,1,6.094758526,50.035
443,0.055375,10000,10003,-3,448,ff010001,6930432,5328896,15323,1,6.094758526,50.015
444,0.0555,10000,10005,-5,438,ff010001,6930432,5328896,15323,1,6.094758526,50.025
445,0.055625,10000,10003,-3,429,ff010001,6930432,5328896,15323,1,6.094758526,50.015
446,0.05575,10000,10003,-3,438,ff010001,6930432,5328896,15323,1,6.094758526,50.015
447,0.055875,10000,10002,-2,436,ff010001,6930432,5328896,15323,1,6.094758526,50.01
448,0.056,10000,10000,0,446,ff010001,6930432,5328896,15323,1,6.094758526,50
449,0.056125,10000,10000,0,444,ff010001,6930432,5328896,15323,1,6.094758526,50
450,0.05625,10000,10000,0,434,ff010001,6930432,5328896,15323,1,6.094758526,50
451,0.056375,10000,9995,5,457,ff010001,6930432,5328896,15323,1,6.094758526,49.975
452,0.0565,10000,9993,7,471,ff010001,6930432,5328896,15323,1,6.094758526,49.965
453,0.056625,10000,9988,12,473,ff010001,6930432,5328896,15323,1,6.094758526,49.94
454,0.05675,10000,9988,12,465,ff010001,6930432,5328896,15323,1,6.094758526,49.94
455,0.056875,10000,9984,16,460,ff010001,6930432,5328896,15323,1,6.094758526,49.92
456,0.057,10000,9983,17,466,ff010001,6930432,5328896,15323,1,6.094758526,49.915
457,0.057125,10000,9983,17,450,ff010001,6930432,5328896,15323,1,6.094758526,49.915
458,0.05725,10000,9983,17,445,ff010001,6930432,5328896,15323,1,6.094758526,49.915
459,0.057375,10000,9983,17,446,ff010001,6930432,5328896,15323,1,6.094758526,49.915
460,0.0575,10000,9981,19,457,ff010001,6930432,5328896,15323,1,6.094758526,49.905
461,0.057625,10000,9982,18,455,ff010001,6930432,5328896,15323,1,6.094758526,49.91
462,0.05775,10000,9978,22,465,ff010001,6930432,5328896,15323,1,6.094758526,49.89
463,0.057875,10000,9978,22,472,ff010001,6930432,5328896,15323,1,6.094758526,49.89
464,0.058,10000,9978,22,454,ff010001,6930432,5328896,15323,1,6.094758526,49.89
465,0.058125,10000,9977,23,457,ff010001,6930432,5328896,15323,1,6.094758526,49.885
466,0.05825,10000,9975,25,468,ff010001,6930432,5328896,15323,1,6.094758526,49.875
467,0.058375,10000,9975,25,465,ff010001,6930432,5328896,15323,1,6.094758526,49.875
468,0.0585,10000,9978,22,441,ff010001,6930432,5328896,15323,1,6.094758526,49.89
469,0.058625,10000,9977,23,443,ff010001,6930432,5328896,15323,1,6.094758526,49.885
470,0.05875,10000,9980,20,444,ff010001,6930432,5328896,15323,1,6.094758526,49.9
471,0.058875,10000,9979,21,445,ff010001,6930432,5328896,15323,1,6.094758526,49.895
472,0.059,10000,9982,18,445,ff010001,6930432,5328896,15323,1,6.094758526,49.91
473,0.059125,10000,9982,18,440,ff010001,6930432,5328896,15323,1,6.094758526,49.91
474,0.05925,10000,9983,17,448,ff010001,6930432,5328896,15323,1,6.094758526,49.915
475,0.059375,10000,9986,14,434,ff010001,6930432,5328896,15323,1,6.094758526,49.93
476,0.0595,10000,9985,15,441,ff010001,6930432,5328896,15323,1,6.094758526,49.925
477,0.059625,10000,9985,15,456,ff010001,6930432,5328896,15323,1,6.094758526,49.925
478,0.05975,10000,9987,13,442,ff010001,6930432,5328896,15323,1,6.094758526,49.935
479,0.059875,10000,9988,12,435,ff010001,6930432,5328896,15323,1,6.094758526,49.94
480,0.06,10000,9991,9,428,ff010001,6930432,5328896,15323,1,6.094758526,49.955
481,0.060125,10000,9987,13,451,ff010001,6930432,5328896,15323,1,6.094758526,49.935
482,0.06025,10000,9988,12,464,ff010001,6930432,5328896,15323,1,6.094758526,49.94
483,0.060375,10000,9991,9,431,ff010001,6930432,5328896,15323,1,6.094758526,49.955
484,0.0605,10000,9996,4,406,ff010001,6930432,5328896,15323,1,6.094758526,49.98
485,0.060625,10000,9993,7,432,ff010001,6930432,5328896,15323,1,6.094758526,49.965
486,0.06075,10000,9995,5,450,ff010001,6930432,5328896,15323,1,6.094758526,49.975
487,0.060875,10000,9998,2,422,ff010001,6930432,5328896,15323,1,6.094758526,49.99
488,0.061,10000,9997,3,432,ff010001,6930432,5328896,15323,1,6.094758526,49.985
489,0.061125,10000,10000,0,433,ff010001,6930432,5328896,15323,1,6.094758526,50
490,0.06125,10000,9998,2,437,ff010001,6930432,5328896,15323,1,6.094758526,49.99
491,0.061375,10000,10002,-2,432,ff010001,6930432,5328896,15323,1,6.094758526,50.01
492,0.0615,10000,10002,-2,420,ff010001,6930432,5328896,15323,1,6.094758526,50.01
493,0.061625,10000,10005,-5,423,ff010001,6930432,5328896,15323,1,6.094758526,50.025
494,0.06175,10000,10007,-7,413,ff010001,6930432,5328896,15323,1,6.094758526,50.035
495,0.061875,10000,10005,-5,435,ff010001,6930432,5328896,15323,1,6.094758526,50.025
496,0.062,10000,10007,-7,437,ff010001,6930432,5328896,15323,1,6.094758526,50.035
497,0.062125,10000,10007,-7,427,ff010001,6930432,5328896,15323,1,6.094758526,50.035
498,0.06225,10000,10008,-8,429,ff010001,6930432,5328896,15323,1,6.094758526,50.04
499,0.062375,10000,10010,-10,419,ff010001,6930432,5328896,15323,1,6.094758526,50.05
500,0.0625,10000,10011,-11,417,ff010001,6930432,5328896,15323,1,6.094758526,50.055
501,0.062625,10000,10012,-12,421,ff010001,6930432,5328896,15323,1,6.094758526,50.06
502,0.06275,10000,10017,-17,402,ff010001,6930432,5328896,15323,1,6.094758526,50.085
503,0.062875,10000,10012,-12,427,ff010001,6930432,5328896,15323,1,6.094758526,50.06
504,0.063,10000,10015,-15,440,ff010001,6930432,5328896,15323,1,6.094758526,50.075
505,0.063125,10000,10021,-21,387,ff010001,6930432,5328896,15323,1,6.094758526,50.105
506,0.06325,10000,10019,-19,403,ff010001,6930432,5328896,15323,1,6.094758526,50.095
507,0.063375,10000,10015,-15,453,ff010001,6930432,5328896,15323,1,6.094758526,50.075
508,0.0635,10000,10017,-17,439,ff010001,6930432,5328896,15323,1,6.094758526,50.085
509,0.063625,10000,10018,-18,412,ff010001,6930432,5328896,15323,1,6.094758526,50.09
510,0.06375,10000,10018,-18,417,ff010001,6930432,5328896,15323,1,6.094758526,50.09
511,0.063875,10000,10019,-19,418,ff010001,6930432,5328896,15323,1,6.094758526,50.095
512,0.064,10000,10022,-22,403,ff010001,6930432,5328896,15323,1,6.094758526,50.11
513,0.064125,10000,10022,-22,406,ff010001,6930432,5328896,15323,1,6.094758526,50.11
514,0.06425,10000,10023,-23,415,ff010001,6930432,5328896,15323,1,6.094758526,50.115
515,0.064375,10000,10022,-22,421,ff010001,6930432,5328896,15323,1,6.094758526,50.11
516,0.0645,10000,10023,-23,420,ff010001,6930432,5328896,15323,1,6.094758526,50.115
517,0.064625,10000,10020,-20,429,ff010001,6930432,5328896,15323,1,6.094758526,50.1
518,0.06475,10000,10023,-23,420,ff010001,6930432,5328896,15323,1,6.094758526,50.115
519,0.064875,10000,10022,-22,409,ff010001,6930432,5328896,15323,1,6.094758526,50.11
520,0.065,10000,10020,-20,431,ff010001,6930432,5328896,15323,1,6.094758526,50.1
521,0.065125,10000,10020,-20,429,ff010001,6930432,5328896,15323,1,6.094758526,50.1
522,0.06525,10000,10017,-17,434,ff010001,6930432,5328896,15323,1,6.094758526,50.085
523,0.065375,10000,10013,-13,454,ff010001,6930432,5328896,15323,1,6.094758526,50.065
524,0.0655,10000,10016,-16,428,ff010001,6930432,5328896,15323,1,6.094758526,50.08
525,0.065625,10000,10009,-9,439,ff010001,6930432,5328896,15323,1,6.094758526,50.045
526,0.06575,10000,10012,-12,442,ff010001,6930432,5328896,15323,1,6.094758526,50.06
527,0.065875,10000,10007,-7,434,ff010001,6930432,5328896,15323,1,6.094758526,50.035
528,0.066,10000,10008,-8,444,ff010001,6930432,5328896,15323,1,6.094758526,50.04
529,0.066125,10000,10007,-7,427,ff010001,6930432,5328896,15323,1,6.094758526,50.035
530,0.06625,10000,10003,-3,450,ff010001,6930432,5328896,15323,1,6.094758526,50.015
531,0.066375,10000,10003,-3,450,ff010001,6930432,5328896,15323,1,6.094758526,50.015
532,0.0665,10000,10002,-2,436,ff010001,6930432,5328896,15323,1,6.094758526,50.01
533,0.066625,10000,10002,-2,435,ff010001,6930432,5328896,15323,1,6.094758526,50.01
534,0.06675,10000,10002,-2,431,ff010001,6930432,5328896,15323,1,6.094758526,50.01
535,0.066875,10000,10000,0,441,ff010001,6930432,5328896,15323,1,6.094758526,50
536,0.067,10000,9997,3,458,ff010001,6930432,5328896,15323,1,6.094758526,49.985
537,0.067125,10000,9993,7,470,ff010001,6930432,5328896,15323,1,6.094758526,49.965
538,0.06725,10000,9992,8,463,ff010001,6930432,5328896,15323,1,6.094758526,49.96
539,0.067375,10000,9989,11,458,ff010001,6930432,5328896,15323,1,6.094758526,49.945
540,0.0675,10000,9989,11,454,ff010001,6930432,5328896,15323,1,6.094758526,49.945
541,0.067625,10000,9984,16,464,ff010001,6930432,5328896,15323,1,6.094758526,49.92
542,0.06775,10000,9983,17,473,ff010001,6930432,5328896,15323,1,6.094758526,49.915
543,0.067875,10000,9988,12,427,ff010001,6930432,5328896,15323,1,6.094758526,49.94
544,0.068,10000,9989,11,412,ff010001,6930432,5328896,15323,1,6.094758526,49.945
545,0.068125,10000,9987,13,446,ff010001,6930432,5328896,15323,1,6.094758526,49.935
546,0.06825,10000,9985,15,466,ff010001,6930432,5328896,15323,1,6.094758526,49.925
547,0.068375,10000,9986,14,454,ff010001,6930432,5328896,15323,1,6.094758526,49.93
548,0.0685,10000,9988,12,433,ff010001,6930432,5328896,15323,1,6.094758526,49.94
549,0.068625,10000,9986,14,444,ff010001,6930432,5328896,15323,1,6.094758526,49.93
550,0.06875,10000,9988,12,446,ff010001,6930432,5328896,15323,1,6.094758526,49.94
551,0.068875,10000,9987,13,441,ff010001,6930432,5328896,15323,1,6.094758526,49.935
552,0.069,10000,9987,13,450,ff010001,6930432,5328896,15323,1,6.094758526,49.935
553,0.069125,10000,9988,12,442,ff010001,6930432,5328896,15323,1,6.094758526,49.94
554,0.06925,10000,9987,13,445,ff010001,6930432,5328896,15323,1,6.094758526,49.935
555,0.069375,10000,9986,14,455,ff010001,6930432,5328896,15323,1,6.094758526,49.93
556,0.0695,10000,9988,12,442,ff010001,6930432,5328896,15323,1,6.094758526,49.94
557,0.069625,10000,9987,13,440,ff010001,6930432,5328896,15323,1,6.094758526,49.935
558,0.06975,10000,9988,12,445,ff010001,6930432,5328896,15323,1,6.094758526,49.94
559,0.069875,10000,9983,17,465,ff010001,6930432,5328896,15323,1,6.094758526,49.915
560,0.07,10000,9983,17,473,ff010001,6930432,5328896,15323,1,6.094758526,49.915
561,0.070125,10000,9985,15,440,ff010001,6930432,5328896,15323,1,6.094758526,49.925
562,0.07025,10000,9989,11,416,ff010001,6930432,5328896,15323,1,6.094758526,49.945
563,0.070375,10000,9987,13,434,ff010001,6930432,5328896,15323,1,6.094758526,49.935
564,0.0705,10000,9988,12,451,ff010001,6930432,5328896,15323,1,6.094758526,49.94
565,0.070625,10000,9990,10,434,ff010001,6930432,5328896,15323,1,6.094758526,49.95
566,0.07075,10000,9989,11,441,ff010001,6930432,5328896,15323,1,6.094758526,49.945
567,0.070875,10000,9992,8,437,ff010001,6930432,5328896,15323,1,6.094758526,49.96
568,0.071,10000,9994,6,421,ff010001,6930432,5328896,15323,1,6.094758526,49.97
569,0.071125,10000,9995,5,428,ff010001,6930432,5328896,15323,1,6.094758526,49.975
570,0.07125,10000,9994,6,443,ff010001,6930432,5328896,15323,1,6.094758526,49.97
571,0.071375,10000,9997,3,434,ff010001,6930432,5328896,15323,1,6.094758526,49.985
572,0.0715,10000,9997,3,427,ff010001,6930432,5328896,15323,1,6.094758526,49.985
573,0.071625,10000,9994,6,455,ff010001,6930432,5328896,15323,1,6.094758526,49.97
574,0.07175,10000,9997,3,443,ff010001,6930432,5328896,15323,1,6.094758526,49.985
575,0.071875,10000,9999,1,417,ff010001,6930432,5328896,15323,1,6.094758526,49.995
576,0.072,10000,10000,0,422,ff010001,6930432,5328896,15323,1,6.094758526,50
577,0.072125,10000,10000,0,433,ff010001,6930432,5328896,15323,1,6.094758526,50
578,0.07225,10000,10001,-1,434,ff010001,6930432,5328896,15323,1,6.094758526,50.005
579,0.072375,10000,10002,-2,428,ff010001,6930432,5328896,15323,1,6.094758526,50.01
580,0.0725,10000,10001,-1,437,ff010001,6930432,5328896,15323,1,6.094758526,50.005
581,0.072625,10000,10005,-5,423,ff010001,6930432,5328896,15323,1,6.094758526,50.025
582,0.07275,10000,10005,-5,415,ff010001,6930432,5328896,15323,1,6.094758526,50.025
583,0.072875,10000,10006,-6,429,ff010001,6930432,5328896,15323,1,6.094758526,50.03
584,0.073,10000,10008,-8,420,ff010001,6930432,5328896,15323,1,6.094758526,50.04
585,0.073125,10000,10007,-7,428,ff010001,6930432,5328896,15323,1,6.094758526,50.035
586,0.07325,10000,10010,-10,423,ff010001,6930432,5328896,15323,1,6.094758526,50.05
587,0.073375,10000,10013,-13,402,ff010001,6930432,5328896,15323,1,6.094758526,50.065
588,0.0735,10000,10015,-15,403,ff010001,6930432,5328896,15323,1,6.094758526,50.075
589,0.073625,10000,10016,-16,412,ff010001,6930432,5328896,15323,1,6.094758526,50.08
590,0.07375,10000,10018,-18,412,ff010001,6930432,5328896,15323,1,6.094758526,50.09
591,0.073875,10000,10017,-17,421,ff010001,6930432,5328896,15323,1,6.094758526,50.085
592,0.074,10000,10017,-17,430,ff010001,6930432,5328896,15323,1,6.094758526,50.085
593,0.074125,10000,10018,-18,420,ff010001,6930432,5328896,15323,1,6.094758526,50.09
594,0.07425,10000,10017,-17,422,ff010001,6930432,5328896,15323,1,6.094758526,50.085
595,0.074375,10000,10015,-15,437,ff010001,6930432,5328896,15323,1,6.094758526,50.075
596,0.0745,10000,10019,-19,414,ff010001,6930432,5328896,15323,1,6.094758526,50.095
597,0.074625,10000,10015,-15,420,ff010001,6930432,5328896,15323,1,6.094758526,50.075
598,0.07475,10000,10017,-17,431,ff010001,6930432,5328896,15323,1,6.094758526,50.085
599,0.074875,10000,10017,-17,413,ff010001,6930432,5328896,15323,1,6.094758526,50.085
600,0.075,10000,10019,-19,410,ff010001,6930432,5328896,15323,1,6.094758526,50.095
601,0.075125,10000,10021,-21,400,ff010001,6930432,5328896,15323,1,6.094758526,50.105
602,0.07525,10000,10017,-17,428,ff010001,6930432,5328896,15323,1,6.094758526,50.085
603,0.075375,10000,10018,-18,436,ff010001,6930432,5328896,15323,1,6.094758526,50.09
604,0.0755,10000,10019,-19,413,ff010001,6930432,5328896,15323,1,6.094758526,50.095
605,0.075625,10000,10020,-20,409,ff010001,6930432,5328896,15323,1,6.094758526,50.1
606,0.07575,10000,10017,-17,428,ff010001,6930432,5328896,15323,1,6.094758526,50.085
607,0.075875,10000,10017,-17,435,ff010001,6930432,5328896,15323,1,6.094758526,50.085
608,0.076,10000,10015,-15,431,ff010001,6930432,5328896,15323,1,6.094758526,50.075
609,0.076125,10000,10014,-14,435,ff010001,6930432,5328896,15323,1,6.094758526,50.07
610,0.07625,10000,10010,-10,445,ff010001,6930432,5328896,15323,1,6.094758526,50.05
611,0.076375,10000,10009,-9,447,ff010001,6930432,5328896,15323,1,6.094758526,50.045
612,0.0765,10000,10009,-9,429,ff010001,6930432,5328896,15323,1,6.094758526,50.045
613,0.076625,10000,10005,-5,442,ff010001,6930432,5328896,15323,1,6.094758526,50.025
614,0.07675,10000,10003,-3,455,ff010001,6930432,5328896,15323,1,6.094758526,50.015
615,0.076875,10000,10002,-2,443,ff010001,6930432,5328896,15323,1,6.094758526,50.01
616,0.077,10000,10002,-2,433,ff010001,6930432,5328896,15323,1,6.094758526,50.01
617,0.077125,10000,10004,-4,419,ff010001,6930432,5328896,15323,1,6.094758526,50.02
618,0.07725,10000,10002,-2,428,ff010001,6930432,5328896,15323,1,6.094758526,50.01
619,0.077375,10000,10005,-5,425,ff010001,6930432,5328896,15323,1,6.094758526,50.025
620,0.0775,10000,10002,-2,430,ff010001,6930432,5328896,15323,1,6.094758526,50.01
621,0.077625,10000,9998,2,465,ff010001,6930432,5328896,15323,1,6.094758526,49.99
622,0.07775,10000,9996,4,465,ff010001,6930432,5328896,15323,1,6.094758526,49.98
623,0.077875,10000,9998,2,436,ff010001,6930432,5328896,15323,1,6.094758526,49.99
624,0.078,10000,9996,4,432,ff010001,6930432,5328896,15323,1,6.094758526,49.98
625,0.078125,10000,9993,7,457,ff010001,6930432,5328896,15323,1,6.094758526,49.965
626,0.07825,10000,9988,12,476,ff010001,6930432,5328896,15323,1,6.094758526,49.94
627,0.078375,10000,9991,9,450,ff010001,6930432,5328896,15323,1,6.094758526,49.955
628,0.0785,10000,9991,9,423,ff010001,6930432,5328896,15323,1,6.094758526,49.955
629,0.078625,10000,9990,10,441,ff010001,6930432,5328896,15323,1,6.094758526,49.95
630,0.07875,10000,9988,12,454,ff010001,6930432,5328896,15323,1,6.094758526,49.94
631,0.078875,10000,9990,10,442,ff010001,6930432,5328896,15323,1,6.094758526,49.95
632,0.079,10000,9988,12,441,ff010001,6930432,5328896,15323,1,6.094758526,49.94
633,0.079125,10000,9988,12,451,ff010001,6930432,5328896,15323,1,6.094758526,49.94
634,0.07925,10000,9983,17,468,ff010001,6930432,5328896,15323,1,6.094758526,49.915
635,0.079375,10000,9983,17,470,ff010001,6930432,5328896,15323,1,6.094758526,49.915
636,0.0795,10000,9983,17,447,ff010001,6930432,5328896,15323,1,6.094758526,49.915
637,0.079625,10000,9983,17,444,ff010001,6930432,5328896,15323,1,6.094758526,49.915
638,0.07975,10000,9981,19,455,ff010001,6930432,5328896,15323,1,6.094758526,49.905
639,0.079875,10000,9983,17,448,ff010001,6930432,5328896,15323,1,6.094758526,49.915
640,0.08,10000,9983,17,438,ff010001,6930432,5328896,15323,1,6.094758526,49.915
641,0.080125,10000,9983,17,447,ff010001,6930432,5328896,15323,1,6.094758526,49.915
642,0.08025,10000,9987,13,429,ff010001,6930432,5328896,15323,1,6.094758526,49.935
643,0.080375,10000,9983,17,446,ff010001,6930432,5328896,15323,1,6.094758526,49.915
644,0.0805,10000,9983,17,468,ff010001,6930432,5328896,15323,1,6.094758526,49.915
645,0.080625,10000,9985,15,441,ff010001,6930432,5328896,15323,1,6.094758526,49.925
646,0.08075,10000,9983,17,447,ff010001,6930432,5328896,15323,1,6.094758526,49.915
647,0.080875,10000,9983,17,458,ff010001,6930432,5328896,15323,1,6.094758526,49.915
648,0.081,10000,9983,17,449,ff010001,6930432,5328896,15323,1,6.094758526,49.915
649,0.081125,10000,9983,17,448,ff010001,6930432,5328896,15323,1,6.094758526,49.915
650,0.08125,10000,9983,17,449,ff010001,6930432,5328896,15323,1,6.094758526,49.915
651,0.081375,10000,9983,17,449,ff010001,6930432,5328896,15323,1,6.094758526,49.915
652,0.0815,10000,9984,16,444,ff010001,6930432,5328896,15323,1,6.094758526,49.92
653,0.081625,10000,9983,17,449,ff010001,6930432,5328896,15323,1,6.094758526,49.915
654,0.08175,10000,9986,14,440,ff010001,6930432,5328896,15323,1,6.094758526,49.93
655,0.081875,10000,9988,12,424,ff010001,6930432,5328896,15323,1,6.094758526,49.94
656,0.082,10000,9990,10,427,ff010001,6930432,5328896,15323,1,6.094758526,49.95
657,0.082125,10000,9990,10,437,ff010001,6930432,5328896,15323,1,6.094758526,49.95
658,0.08225,10000,9995,5,423,ff010001,6930432,5328896,15323,1,6.094758526,49.975
659,0.082375,10000,9996,4,415,ff010001,6930432,5328896,15323,1,6.094758526,49.98
660,0.0825,10000,9997,3,432,ff010001,6930432,5328896,15323,1,6.094758526,49.985
661,0.082625,10000,10000,0,424,ff010001,6930432,5328896,15323,1,6.094758526,50
662,0.08275,10000,9997,3,440,ff010001,6930432,5328896,15323,1,6.094758526,49.985
663,0.082875,10000,9998,2,451,ff010001,6930432,5328896,15323,1,6.094758526,49.99
664,0.083,10000,10002,-2,417,ff010001,6930432,5328896,15323,1,6.094758526,50.01
665,0.083125,10000,9998,2,436,ff010001,6930432,5328896,15323,1,6.094758526,49.99
666,0.08325,10000,10001,-1,443,ff010001,6930432,5328896,15323,1,6.094758526,50.005
667,0.083375,10000,10002,-2,419,ff010001,6930432,5328896,15323,1,6.094758526,50.01
668,0.0835,10000,10007,-7,405,ff010001,6930432,5328896,15323,1,6.094758526,50.035
669,0.083625,10000,10009,-9,398,ff010001,6930432,5328896,15323,1,6.094758526,50.045
670,0.08375,10000,10014,-14,397,ff010001,6930432,5328896,15323,1,6.094758526,50.07
671,0.083875,10000,10009,-9,430,ff010001,6930432,5328896,15323,1,6.094758526,50.045
672,0.084,10000,10017,-17,418,ff010001,6930432,5328896,15323,1,6.094758526,50.085
673,0.084125,10000,10016,-16,395,ff010001,6930432,5328896,15323,1,6.094758526,50.08
674,0.08425,10000,10017,-17,424,ff010001,6930432,5328896,15323,1,6.094758526,50.085
675,0.084375,10000,10013,-13,441,ff010001,6930432,5328896,15323,1,6.094758526,50.065
676,0.0845,10000,10014,-14,442,ff010001,6930432,5328896,15323,1,6.094758526,50.07
677,0.084625,10000,10016,-16,412,ff010001,6930432,5328896,15323,1,6.094758526,50.08
678,0.08475,10000,10016,-16,412,ff010001,6930432,5328896,15323,1,6.094758526,50.08
679,0.084875,10000,10019,-19,407,ff010001,6930432,5328896,15323,1,6.094758526,50.095
680,0.085,10000,10019,-19,406,ff010001,6930432,5328896,15323,1,6.094758526,50.095
681,0.085125,10000,10020,-20,416,ff010001,6930432,5328896,15323,1,6.094758526,50.1
682,0.08525,10000,10020,-20,416,ff010001,6930432,5328896,15323,1,6.094758526,50.1
683,0.085375,10000,10023,-23,406,ff010001,6930432,5328896,15323,1,6.094758526,50.115
684,0.0855,10000,10022,-22,409,ff010001,6930432,5328896,15323,1,6.094758526,50.11
685,0.085625,10000,10022,-22,423,ff010001,6930432,5328896,15323,1,6.094758526,50.11
686,0.08575,10000,10022,-22,419,ff010001,6930432,5328896,15323,1,6.094758526,50.11
687,0.085875,10000,10018,-18,437,ff010001,6930432,5328896,15323,1,6.094758526,50.09
688,0.086,10000,10020,-20,429,ff010001,6930432,5328896,15323,1,6.094758526,50.1
689,0.086125,10000,10021,-21,404,ff010001,6930432,5328896,15323,1,6.094758526,50.105
690,0.08625,10000,10023,-23,400,ff010001,6930432,5328896,15323,1,6.094758526,50.115
691,0.086375,10000,10020,-20,420,ff010001,6930432,5328896,15323,1,6.094758526,50.1
692,0.0865,10000,10020,-20,432,ff010001,6930432,5328896,15323,1,6.094758526,50.1
693,0.086625,10000,10022,-22,409,ff010001,6930432,5328896,15323,1,6.094758526,50.11
694,0.08675,10000,10020,-20,415,ff010001,6930432,5328896,15323,1,6.094758526,50.1
695,0.086875,10000,10022,-22,416,ff010001,6930432,5328896,15323,1,6.094758526,50.11
696,0.087,10000,10020,-20,416,ff010001,6930432,5328896,15323,1,6.094758526,50.1
697,0.087125,10000,10021,-21,421,ff010001,6930432,5328896,15323,1,6.094758526,50.105
698,0.08725,10000,10019,-19,421,ff010001,6930432,5328896,15323,1,6.094758526,50.095
699,0.087375,10000,10018,-18,431,ff010001,6930432,5328896,15323,1,6.094758526,50.09
700,0.0875,10000,10015,-15,437,ff010001,6930432,5328896,15323,1,6.094758526,50.075
701,0.087625,10000,10015,-15,433,ff010001,6930432,5328896,15323,1,6.094758526,50.075
702,0.08775,10000,10015,-15,418,ff010001,6930432,5328896,15323,1,6.094758526,50.075
703,0.087875,10000,10012,-12,431,ff010001,6930432,5328896,15323,1,6.094758526,50.06
704,0.088,10000,10012,-12,434,ff010001,6930432,5328896,15323,1,6.094758526,50.06
705,0.088125,10000,10009,-9,435,ff010001,6930432,5328896,15323,1,6.094758526,50.045
706,0.08825,10000,10010,-10,431,ff010001,6930432,5328896,15323,1,6.094758526,50.05
707,0.088375,10000,10007,-7,431,ff010001,6930432,5328896,15323,1,6.094758526,50.035
708,0.0885,10000,10005,-5,446,ff010001,6930432,5328896,15323,1,6.094758526,50.025
709,0.088625,10000,10005,-5,435,ff010001,6930432,5328896,15323,1,6.094758526,50.025
710,0.08875,10000,10005,-5,424,ff010001,6930432,5328896,15323,1,6.094758526,50.025
711,0.088875,10000,10002,-2,438,ff010001,6930432,5328896,15323,1,6.094758526,50.01
712,0.089,10000,10002,-2,441,ff010001,6930432,5328896,15323,1,6.094758526,50.01
713,0.089125,10000,9997,3,452,ff010001,6930432,5328896,15323,1,6.094758526,49.985
714,0.08925,10000,9997,3,454,ff010001,6930432,5328896,15323,1,6.094758526,49.985
715,0.089375,10000,9995,5,441,ff010001,6930432,5328896,15323,1,6.094758526,49.975
716,0.0895,10000,9989,11,469,ff010001,6930432,5328896,15323,1,6.094758526,49.945
717,0.089625,10000,9991,9,455,ff010001,6930432,5328896,15323,1,6.094758526,49.955
718,0.08975,10000,9990,10,430,ff010001,6930432,5328896,15323,1,6.094758526,49.95
719,0.089875,10000,9991,9,433,ff010001,6930432,5328896,15323,1,6.094758526,49.955
720,0.09,10000,9989,11,440,ff010001,6930432,5328896,15323,1,6.094758526,49.945
721,0.090125,10000,9988,12,452,ff010001,6930432,5328896,15323,1,6.094758526,49.94
722,0.09025,10000,9985,15,459,ff010001,6930432,5328896,15323,1,6.094758526,49.925
723,0.090375,10000,9983,17,466,ff010001,6930432,5328896,15323,1,6.094758526,49.915
724,0.0905,10000,9983,17,453,ff010001,6930432,5328896,15323,1,6.094758526,49.915
725,0.090625,10000,9983,17,442,ff010001,6930432,5328896,15323,1,6.094758526,49.915
726,0.09075,10000,9983,17,442,ff010001,6930432,5328896,15323,1,6.094758526,49.915
727,0.090875,10000,9982,18,448,ff010001,6930432,5328896,15323,1,6.094758526,49.91
728,0.091,10000,9983,17,445,ff010001,6930432,5328896,15323,1,6.094758526,49.915
